epoch,train_mse,val_mse,best_val_mse,best_epoch,learning_rate
1,157.58005403727293,0.12716806734601657,0.12716806734601657,1,0.001
2,0.06102308872554983,0.05377745032310486,0.05377745032310486,2,0.001
3,0.03113365706854633,0.013373002503067255,0.013373002503067255,3,0.001
4,0.01279484507095601,0.013616240434348583,0.013373002503067255,3,0.001
5,0.015520705068483949,0.007379792922486862,0.007379792922486862,5,0.001
6,0.012600965102070144,0.007464500600472093,0.007379792922486862,5,0.001
7,0.009353915029537998,0.007850730183223882,0.007379792922486862,5,0.001
8,0.008773301314961698,0.011448230519890785,0.007379792922486862,5,0.001
9,0.009455306726906981,0.011749755715330441,0.007379792922486862,5,0.001
10,0.009513923515831786,0.0068887023977003995,0.0068887023977003995,10,0.001
11,0.008598736308382026,0.006218559816479683,0.006218559816479683,11,0.001
12,0.008700695936568081,0.006904922320197026,0.006218559816479683,11,0.001
13,0.007911821412188666,0.009398542990287145,0.006218559816479683,11,0.001
14,0.007478753449395299,0.008842958156019449,0.006218559816479683,11,0.001
15,0.0070800682915640725,0.006165171960989634,0.006165171960989634,15,0.001
16,0.007310351706775171,0.009107916469996175,0.006165171960989634,15,0.001
17,0.007302991327430521,0.0064326392067596315,0.006165171960989634,15,0.001
18,0.007167268070791449,0.0061661363703509175,0.006165171960989634,15,0.001
19,0.0076693893170782495,0.0058000563674916825,0.0058000563674916825,19,0.001
20,0.007413419662043452,0.007484698289384445,0.0058000563674916825,19,0.001
21,0.007616055960035218,0.007001472742607196,0.0058000563674916825,19,0.001
22,0.006851801833337439,0.006150718424469233,0.0058000563674916825,19,0.001
23,0.006723498213104904,0.005838039343555769,0.0058000563674916825,19,0.001
24,0.006540108953735658,0.005946371216947834,0.0058000563674916825,19,0.001
25,0.006809525158855,0.006113547187608977,0.0058000563674916825,19,0.001
26,0.007035527788934165,0.005862683337181806,0.0058000563674916825,19,0.001
27,0.005973980403172651,0.006614927289386591,0.0058000563674916825,19,0.001
28,0.0076306324937779986,0.007093643747890989,0.0058000563674916825,19,0.001
29,0.006239602939957486,0.009044138547033072,0.0058000563674916825,19,0.001
30,0.005723768362575876,0.00720761951059103,0.0058000563674916825,19,0.0005
31,0.00574503189618034,0.005526295757542054,0.005526295757542054,31,0.0005
32,0.004752422929408827,0.00573072224855423,0.005526295757542054,31,0.0005
33,0.004642141775361129,0.00545758165884763,0.00545758165884763,33,0.0005
34,0.005149652088792729,0.005108573023850719,0.005108573023850719,34,0.0005
35,0.004538425147433633,0.004906095382757485,0.004906095382757485,35,0.0005
36,0.004157365991933538,0.004841025974601507,0.004841025974601507,36,0.0005
37,0.0046398327426452725,0.004754883350494008,0.004754883350494008,37,0.0005
38,0.00351297191244417,0.005024184876432022,0.004754883350494008,37,0.0005
39,0.003944555558264256,0.004548058786119024,0.004548058786119024,39,0.0005
