model,top_n,seed,experiment_name,experiment_path,prediction_path,split_signature,train_count,validation_count,test_count,test_mae,test_rmse,test_mse,test_r2,test_pearson,pearson_status,target_mean,prediction_mean,target_sd,prediction_sd,prediction_sd_ratio,unique_prediction_count,exact_repeated_prediction_fraction,approximate_repeated_prediction_fraction,approximate_repeat_tolerance,prediction_min,prediction_max,prediction_range,residual_mean,residual_sd,maximum_absolute_residual,best_epoch,saved_mae_absolute_delta,saved_rmse_absolute_delta,saved_mse_absolute_delta,prediction_sha256,artifact_verification,representative_policy,rank_by_test_mae
EvolveGCN-H,100,123,evolvegcn_h_500u_seed123_final32,experiments/evolvegcn_h_500u_seed123_final32,experiments/evolvegcn_h_500u_seed123_final32/predictions/test_predictions.csv,853549f16ef8eb3d7f18ae850c94b13c0c8bf0e770bb99cfbffff48b03530266,350,75,75,0.09924482007821402,0.11675728841112959,0.013632264397119696,-0.05300625110331092,-0.11775060121440831,defined,0.29364533245563507,0.2960963030656179,0.11454688870034196,0.01603035539138861,0.13994579489037445,75,0.0,0.0,1e-12,0.26150184869766235,0.3250575661659241,0.06355571746826172,0.0024509706099828084,0.11751764016602465,0.22625312209129333,65,0.0,0.0,0.0,a11caa3b4f669ae8c1b28405cac234713a7d654732ec8a22cf406115a4650ee6,complete; checkpoint existence only,median_test_mae,2
EvolveGCN-H,200,2025,evolvegcn_h_500u_top200_h32_seed2025,experiments/evolvegcn_h_500u_top200_h32_seed2025,experiments/evolvegcn_h_500u_top200_h32_seed2025/predictions/test_predictions.csv,3ce48b66c11e30bec459c52ba7f4a900809dd2b45be0995b8b56aeaefc747951,350,75,75,0.09456785927216212,0.10996156758315472,0.0120915463453447,0.1481749004877586,0.3864908964284707,defined,0.29471200038989387,0.2924802150328954,0.11994453853216079,0.049853234259737964,0.41563571688902523,75,0.0,0.0,1e-12,0.12361881136894226,0.3419393301010132,0.21832051873207092,-0.0022317853569984434,0.11067925481048248,0.2491810917854309,91,0.0,1.3877787807814457e-17,3.469446951953614e-18,a47bb7d8d7ac969dd73eff08bdd4d107b117162249280ddef01cb9262c37fbc8,complete; checkpoint existence only,median_test_mae,2
EvolveGCN-H,500,123,evolvegcn_h_500u_top500_h32_seed123_minmax,experiments/evolvegcn_h_500u_top500_h32_seed123_minmax,experiments/evolvegcn_h_500u_top500_h32_seed123_minmax/predictions/test_predictions.csv,853549f16ef8eb3d7f18ae850c94b13c0c8bf0e770bb99cfbffff48b03530266,350,75,75,0.08808545728524526,0.10559135315164822,0.01114953386039609,0.1387689887847452,0.4095851905696991,defined,0.29364533245563507,0.3024238540728887,0.11454688870034196,0.06430312075632508,0.5613694224776714,75,0.0,0.0,1e-12,0.07793377339839935,0.37698593735694885,0.2990521639585495,0.00877852161725362,0.10593441089067755,0.23926354944705963,169,0.0,1.3877787807814457e-17,1.734723475976807e-18,28396a20c7e9a79b68f82cd70ba3f35fd13f04a8af06f389bb0012c5c91361eb,complete; checkpoint existence only,median_test_mae,2
Static GCN,100,123,static_gcn_u500_top100_norm-minmax_k8_h32_l3_gpool-mean_conv-gcn_batch8_factorial_seed123,experiments/static_gcn_u500_top100_norm-minmax_k8_h32_l3_gpool-mean_conv-gcn_batch8_factorial_seed123,experiments/static_gcn_u500_top100_norm-minmax_k8_h32_l3_gpool-mean_conv-gcn_batch8_factorial_seed123/predictions/test_predictions.csv,853549f16ef8eb3d7f18ae850c94b13c0c8bf0e770bb99cfbffff48b03530266,350,75,75,0.09758658031622569,0.11386256652535626,0.01296468405574118,-0.0014398897045555525,-0.042412321857963994,defined,0.29364533245563507,0.2957346200942993,0.11454688870034196,0.0013119519865311432,0.011453405687545546,43,0.4266666666666667,0.4266666666666667,1e-12,0.29373860359191895,0.30215609073638916,0.008417487144470215,0.0020892876386642456,0.11461002738828462,0.1984497606754303,15,0.0,1.3877787807814457e-17,1.734723475976807e-18,1d7e6aadedca20966afcb6f2454fe91d0cb51eeb08a61622170063234d2c0eea,complete; checkpoint existence only,median_test_mae,2
Static GCN,200,123,static_gcn_500u_top200_h32_seed123,experiments/static_gcn_500u_top200_h32_seed123,experiments/static_gcn_500u_top200_h32_seed123/predictions/test_predictions.csv,853549f16ef8eb3d7f18ae850c94b13c0c8bf0e770bb99cfbffff48b03530266,350,75,75,0.09827724874019622,0.11538701870508963,0.013314164085648705,-0.028435012848304853,-0.10384294156994747,defined,0.29364533245563507,0.3024230933189392,0.11454688870034196,0.00899754173504338,0.07854898406347129,44,0.41333333333333333,0.41333333333333333,1e-12,0.29618924856185913,0.33475261926651,0.03856337070465088,0.008777760863304139,0.11582743600851268,0.21800193935632706,48,0.0,1.3877787807814457e-17,1.734723475976807e-18,d703df79dfeff1491911fc046988bb87b2cdca1a1319514c616da73480d74499,complete; checkpoint existence only,median_test_mae,2
Static GCN,500,123,static_gcn_500u_top500_final_snapshot_h32_seed123_minmax,experiments/static_gcn_500u_top500_final_snapshot_h32_seed123_minmax,experiments/static_gcn_500u_top500_final_snapshot_h32_seed123_minmax/predictions/test_predictions.csv,853549f16ef8eb3d7f18ae850c94b13c0c8bf0e770bb99cfbffff48b03530266,350,75,75,0.09797952552636464,0.11387916187561663,0.012968463509492895,-0.001731828615830766,0.045320055979133085,defined,0.29364533245563507,0.3006382524967194,0.11454688870034196,0.00485832968128505,0.04241345824760534,45,0.4,0.4,1e-12,0.2827244997024536,0.30578964948654175,0.023065149784088135,0.006992920041084289,0.11442967824078283,0.19834548979997635,13,0.0,0.0,1.734723475976807e-18,985086a2f010f20e2d20d9cb6c07f1f33a824f0cf78682f6b8cceef744dcbd4c,complete; checkpoint existence only,median_test_mae,2
