model,topn_pair,larger_top_n,smaller_top_n,seed,split_signature,mae_difference,rmse_difference,r2_difference,prediction_sd_ratio_difference,exact_repeat_fraction_difference,approximate_repeat_fraction_difference,mean_mae_difference,sd_mae_difference,median_mae_difference,minimum_mae_difference,maximum_mae_difference,mean_rmse_difference,sd_rmse_difference,median_rmse_difference,minimum_rmse_difference,maximum_rmse_difference,mean_r2_difference,sd_r2_difference,median_r2_difference,minimum_r2_difference,maximum_r2_difference,mean_prediction_sd_ratio_difference,sd_prediction_sd_ratio_difference,median_prediction_sd_ratio_difference,minimum_prediction_sd_ratio_difference,maximum_prediction_sd_ratio_difference,mean_exact_repeat_fraction_difference,sd_exact_repeat_fraction_difference,median_exact_repeat_fraction_difference,minimum_exact_repeat_fraction_difference,maximum_exact_repeat_fraction_difference,mean_approximate_repeat_fraction_difference,sd_approximate_repeat_fraction_difference,median_approximate_repeat_fraction_difference,minimum_approximate_repeat_fraction_difference,maximum_approximate_repeat_fraction_difference,larger_topn_wins,smaller_topn_wins,ties,interpretation
EvolveGCN-H,Top500_minus_Top200,500,200,42,0f963679cd284fca861fc2c59d88bdae8e8f1f21e2cbe1bb73bd593b49056748,-0.0016204492251078312,-0.002129061710256827,0.04142465576298637,0.05264205244474124,0.0,0.0,-0.006007668905787994,0.004694296836201944,-0.005444351037343337,-0.010958206454912814,-0.0016204492251078312,-0.006847980391001855,0.005283227362607333,-0.005859104887248182,-0.012555774575500556,-0.002129061710256827,0.11559196441916668,0.09089779435261122,0.08835752826569976,0.04142465576298637,0.2169937092288139,0.10010050019891346,0.04530020108917226,0.10478031407745048,0.05264205244474124,0.14287913407454866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,negative MAE/RMSE and positive R2 favor larger Top-N
EvolveGCN-H,Top500_minus_Top200,500,200,123,853549f16ef8eb3d7f18ae850c94b13c0c8bf0e770bb99cfbffff48b03530266,-0.010958206454912814,-0.012555774575500556,0.2169937092288139,0.10478031407745048,0.0,0.0,-0.006007668905787994,0.004694296836201944,-0.005444351037343337,-0.010958206454912814,-0.0016204492251078312,-0.006847980391001855,0.005283227362607333,-0.005859104887248182,-0.012555774575500556,-0.002129061710256827,0.11559196441916668,0.09089779435261122,0.08835752826569976,0.04142465576298637,0.2169937092288139,0.10010050019891346,0.04530020108917226,0.10478031407745048,0.05264205244474124,0.14287913407454866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,negative MAE/RMSE and positive R2 favor larger Top-N
EvolveGCN-H,Top500_minus_Top200,500,200,2025,3ce48b66c11e30bec459c52ba7f4a900809dd2b45be0995b8b56aeaefc747951,-0.005444351037343337,-0.005859104887248182,0.08835752826569976,0.14287913407454866,0.0,0.0,-0.006007668905787994,0.004694296836201944,-0.005444351037343337,-0.010958206454912814,-0.0016204492251078312,-0.006847980391001855,0.005283227362607333,-0.005859104887248182,-0.012555774575500556,-0.002129061710256827,0.11559196441916668,0.09089779435261122,0.08835752826569976,0.04142465576298637,0.2169937092288139,0.10010050019891346,0.04530020108917226,0.10478031407745048,0.05264205244474124,0.14287913407454866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,negative MAE/RMSE and positive R2 favor larger Top-N
Static GCN,Top500_minus_Top200,500,200,42,0f963679cd284fca861fc2c59d88bdae8e8f1f21e2cbe1bb73bd593b49056748,-0.00026133815447489106,-0.0003267571736211422,0.006471297263817899,0.0,0.0,0.0,-0.0009454731146494496,0.0011535895848791794,-0.0002977232138315772,-0.0022773579756418805,-0.00026133815447489106,-0.0011668520221837831,0.0007318246041484766,-0.001507856829473006,-0.0016659420634572014,-0.0003267571736211422,0.02050012934576939,0.012176387153435686,0.026703184232474086,0.006471297263817899,0.028325906541016188,-0.007242252528526204,0.02603879953878845,0.0,-0.036135525815865946,0.014408768230287333,-0.004444444444444436,0.007698003589194996,0.0,-0.013333333333333308,0.0,-0.004444444444444436,0.007698003589194996,0.0,-0.013333333333333308,0.0,3,0,0,negative MAE/RMSE and positive R2 favor larger Top-N
Static GCN,Top500_minus_Top200,500,200,123,853549f16ef8eb3d7f18ae850c94b13c0c8bf0e770bb99cfbffff48b03530266,-0.0002977232138315772,-0.001507856829473006,0.026703184232474086,-0.036135525815865946,-0.013333333333333308,-0.013333333333333308,-0.0009454731146494496,0.0011535895848791794,-0.0002977232138315772,-0.0022773579756418805,-0.00026133815447489106,-0.0011668520221837831,0.0007318246041484766,-0.001507856829473006,-0.0016659420634572014,-0.0003267571736211422,0.02050012934576939,0.012176387153435686,0.026703184232474086,0.006471297263817899,0.028325906541016188,-0.007242252528526204,0.02603879953878845,0.0,-0.036135525815865946,0.014408768230287333,-0.004444444444444436,0.007698003589194996,0.0,-0.013333333333333308,0.0,-0.004444444444444436,0.007698003589194996,0.0,-0.013333333333333308,0.0,3,0,0,negative MAE/RMSE and positive R2 favor larger Top-N
Static GCN,Top500_minus_Top200,500,200,2025,3ce48b66c11e30bec459c52ba7f4a900809dd2b45be0995b8b56aeaefc747951,-0.0022773579756418805,-0.0016659420634572014,0.028325906541016188,0.014408768230287333,0.0,0.0,-0.0009454731146494496,0.0011535895848791794,-0.0002977232138315772,-0.0022773579756418805,-0.00026133815447489106,-0.0011668520221837831,0.0007318246041484766,-0.001507856829473006,-0.0016659420634572014,-0.0003267571736211422,0.02050012934576939,0.012176387153435686,0.026703184232474086,0.006471297263817899,0.028325906541016188,-0.007242252528526204,0.02603879953878845,0.0,-0.036135525815865946,0.014408768230287333,-0.004444444444444436,0.007698003589194996,0.0,-0.013333333333333308,0.0,-0.004444444444444436,0.007698003589194996,0.0,-0.013333333333333308,0.0,3,0,0,negative MAE/RMSE and positive R2 favor larger Top-N
