model,topn_pair,larger_top_n,smaller_top_n,seed,split_signature,mae_difference,rmse_difference,r2_difference,prediction_sd_ratio_difference,exact_repeat_fraction_difference,approximate_repeat_fraction_difference,mean_mae_difference,sd_mae_difference,median_mae_difference,minimum_mae_difference,maximum_mae_difference,mean_rmse_difference,sd_rmse_difference,median_rmse_difference,minimum_rmse_difference,maximum_rmse_difference,mean_r2_difference,sd_r2_difference,median_r2_difference,minimum_r2_difference,maximum_r2_difference,mean_prediction_sd_ratio_difference,sd_prediction_sd_ratio_difference,median_prediction_sd_ratio_difference,minimum_prediction_sd_ratio_difference,maximum_prediction_sd_ratio_difference,mean_exact_repeat_fraction_difference,sd_exact_repeat_fraction_difference,median_exact_repeat_fraction_difference,minimum_exact_repeat_fraction_difference,maximum_exact_repeat_fraction_difference,mean_approximate_repeat_fraction_difference,sd_approximate_repeat_fraction_difference,median_approximate_repeat_fraction_difference,minimum_approximate_repeat_fraction_difference,maximum_approximate_repeat_fraction_difference,larger_topn_wins,smaller_topn_wins,ties,interpretation
EvolveGCN-H,Top200_minus_Top100,200,100,42,0f963679cd284fca861fc2c59d88bdae8e8f1f21e2cbe1bb73bd593b49056748,-0.0036273258924484214,-0.001081125477849637,0.02137313154027387,0.28169809641367494,0.0,0.0,-0.004788184629546273,0.005264343589083138,-0.0036273258924484214,-0.010536071658134458,-0.00020115633805593836,-0.003545707318333933,0.006526702294130586,-0.001081125477849637,-0.010945835793171349,0.0013898393160191869,0.05806017287733919,0.1064730869342452,0.02137313154027387,-0.025218469340757776,0.17802585643250146,0.3311055939624065,0.05800692593066237,0.3166433135098465,0.28169809641367494,0.3949753719636982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,negative MAE/RMSE and positive R2 favor larger Top-N
EvolveGCN-H,Top200_minus_Top100,200,100,123,853549f16ef8eb3d7f18ae850c94b13c0c8bf0e770bb99cfbffff48b03530266,-0.00020115633805593836,0.0013898393160191869,-0.025218469340757776,0.3166433135098465,0.0,0.0,-0.004788184629546273,0.005264343589083138,-0.0036273258924484214,-0.010536071658134458,-0.00020115633805593836,-0.003545707318333933,0.006526702294130586,-0.001081125477849637,-0.010945835793171349,0.0013898393160191869,0.05806017287733919,0.1064730869342452,0.02137313154027387,-0.025218469340757776,0.17802585643250146,0.3311055939624065,0.05800692593066237,0.3166433135098465,0.28169809641367494,0.3949753719636982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,negative MAE/RMSE and positive R2 favor larger Top-N
EvolveGCN-H,Top200_minus_Top100,200,100,2025,3ce48b66c11e30bec459c52ba7f4a900809dd2b45be0995b8b56aeaefc747951,-0.010536071658134458,-0.010945835793171349,0.17802585643250146,0.3949753719636982,0.0,0.0,-0.004788184629546273,0.005264343589083138,-0.0036273258924484214,-0.010536071658134458,-0.00020115633805593836,-0.003545707318333933,0.006526702294130586,-0.001081125477849637,-0.010945835793171349,0.0013898393160191869,0.05806017287733919,0.1064730869342452,0.02137313154027387,-0.025218469340757776,0.17802585643250146,0.3311055939624065,0.05800692593066237,0.3166433135098465,0.28169809641367494,0.3949753719636982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,negative MAE/RMSE and positive R2 favor larger Top-N
Static GCN,Top200_minus_Top100,200,100,42,0f963679cd284fca861fc2c59d88bdae8e8f1f21e2cbe1bb73bd593b49056748,-0.0007729967435201046,-0.000989682962246885,0.019727138064769223,-0.05782070946360579,0.06666666666666665,0.06666666666666665,0.0007221489482455712,0.0015111319046524178,0.0006906684239705307,-0.0007729967435201046,0.0022487751642862874,0.0007936692848275334,0.0015527863854627455,0.0015244521797333765,-0.000989682962246885,0.0018462386369961087,-0.012878670897325787,0.028321981867954944,-0.0269951231437493,-0.031368027612997285,0.019727138064769223,0.027448062180120483,0.07390530395976679,0.06709557837592574,-0.05782070946360579,0.0730693176280415,0.017777777777777764,0.04286067004885758,0.0,-0.013333333333333364,0.06666666666666665,0.017777777777777764,0.04286067004885758,0.0,-0.013333333333333364,0.06666666666666665,1,2,0,negative MAE/RMSE and positive R2 favor larger Top-N
Static GCN,Top200_minus_Top100,200,100,123,853549f16ef8eb3d7f18ae850c94b13c0c8bf0e770bb99cfbffff48b03530266,0.0006906684239705307,0.0015244521797333765,-0.0269951231437493,0.06709557837592574,-0.013333333333333364,-0.013333333333333364,0.0007221489482455712,0.0015111319046524178,0.0006906684239705307,-0.0007729967435201046,0.0022487751642862874,0.0007936692848275334,0.0015527863854627455,0.0015244521797333765,-0.000989682962246885,0.0018462386369961087,-0.012878670897325787,0.028321981867954944,-0.0269951231437493,-0.031368027612997285,0.019727138064769223,0.027448062180120483,0.07390530395976679,0.06709557837592574,-0.05782070946360579,0.0730693176280415,0.017777777777777764,0.04286067004885758,0.0,-0.013333333333333364,0.06666666666666665,0.017777777777777764,0.04286067004885758,0.0,-0.013333333333333364,0.06666666666666665,1,2,0,negative MAE/RMSE and positive R2 favor larger Top-N
Static GCN,Top200_minus_Top100,200,100,2025,3ce48b66c11e30bec459c52ba7f4a900809dd2b45be0995b8b56aeaefc747951,0.0022487751642862874,0.0018462386369961087,-0.031368027612997285,0.0730693176280415,0.0,0.0,0.0007221489482455712,0.0015111319046524178,0.0006906684239705307,-0.0007729967435201046,0.0022487751642862874,0.0007936692848275334,0.0015527863854627455,0.0015244521797333765,-0.000989682962246885,0.0018462386369961087,-0.012878670897325787,0.028321981867954944,-0.0269951231437493,-0.031368027612997285,0.019727138064769223,0.027448062180120483,0.07390530395976679,0.06709557837592574,-0.05782070946360579,0.0730693176280415,0.017777777777777764,0.04286067004885758,0.0,-0.013333333333333364,0.06666666666666665,0.017777777777777764,0.04286067004885758,0.0,-0.013333333333333364,0.06666666666666665,1,2,0,negative MAE/RMSE and positive R2 favor larger Top-N
