epoch,train_mse,val_mse,best_val_mse,best_epoch,learning_rate
1,0.08449051037430763,0.016728392886844547,0.016728392886844547,1,0.001
2,0.02931089758872986,0.013191775712796082,0.013191775712796082,2,0.001
3,0.023488949090242385,0.009486069079639033,0.009486069079639033,3,0.001
4,0.01963052688166499,0.008849416887669853,0.008849416887669853,4,0.001
5,0.014830516371876,0.007661866179356973,0.007661866179356973,5,0.001
6,0.016228772681206465,0.00961778706616976,0.007661866179356973,5,0.001
7,0.011915017906576396,0.007532205122212569,0.007532205122212569,7,0.001
8,0.01129601345397532,0.005534020308969599,0.005534020308969599,8,0.001
9,0.010876388484612108,0.008928758270963275,0.005534020308969599,8,0.001
10,0.013831005189567805,0.009409724231433086,0.005534020308969599,8,0.001
11,0.009704822092317045,0.006220713711691776,0.005534020308969599,8,0.001
12,0.011212288266979158,0.006254365926401483,0.005534020308969599,8,0.001
13,0.00814873301424086,0.00783793670078269,0.005534020308969599,8,0.001
14,0.00892108322121203,0.006957832281712932,0.005534020308969599,8,0.001
15,0.007668002671562135,0.006831569757049132,0.005534020308969599,8,0.001
16,0.007726368708536029,0.005821237143016223,0.005534020308969599,8,0.001
17,0.009413507618010044,0.008713266327789035,0.005534020308969599,8,0.001
18,0.0068330219527706505,0.006342584304887839,0.005534020308969599,8,0.001
19,0.006007411442697048,0.006951714122686723,0.005534020308969599,8,0.0005
20,0.008590149553492665,0.005270396114675084,0.005270396114675084,20,0.0005
21,0.008010494243353605,0.00455307982147041,0.00455307982147041,21,0.0005
22,0.0063640492223203185,0.0048344379591971935,0.00455307982147041,21,0.0005
23,0.007176976595073939,0.0045723197887642215,0.00455307982147041,21,0.0005
24,0.007540295319631696,0.0050800959297427626,0.00455307982147041,21,0.0005
25,0.0060712563153356314,0.004814096199668417,0.00455307982147041,21,0.0005
26,0.006979934573173523,0.00450221493351038,0.00450221493351038,26,0.0005
27,0.0067038110783323645,0.004523002274447318,0.00450221493351038,26,0.0005
28,0.007088487669825554,0.005053093586342804,0.00450221493351038,26,0.0005
29,0.005817989651113749,0.004604877123251708,0.00450221493351038,26,0.0005
30,0.005710703982040286,0.00432094263684268,0.00432094263684268,30,0.0005
31,0.006393366442061961,0.004447200575448347,0.00432094263684268,30,0.0005
32,0.005376946483738721,0.004307218773215256,0.004307218773215256,32,0.0005
