epoch,train_mse,val_mse,best_val_mse,best_epoch,learning_rate
1,0.23838419392704963,0.3793184220790863,0.3793184220790863,1,0.0001
2,0.1639941602945328,0.2944591760635376,0.2944591760635376,2,0.0001
3,0.12415916845202446,0.23080573678016664,0.23080573678016664,3,0.0001
4,0.09354970892891287,0.20095905363559724,0.20095905363559724,4,0.0001
5,0.07646929658949375,0.2068332314491272,0.20095905363559724,4,0.0001
6,0.06409235186874866,0.1903270572423935,0.1903270572423935,6,0.0001
7,0.05492275757715106,0.18409696221351624,0.18409696221351624,7,0.0001
8,0.0483732596039772,0.17029374539852143,0.17029374539852143,8,0.0001
9,0.04414106525946408,0.159285569190979,0.159285569190979,9,0.0001
10,0.04076119535602629,0.13481923937797546,0.13481923937797546,10,0.0001
11,0.037043931102380155,0.16019499003887178,0.13481923937797546,10,0.0001
12,0.033825695724226536,0.1519516885280609,0.13481923937797546,10,0.0001
13,0.03149696446489543,0.1424020290374756,0.13481923937797546,10,0.0001
14,0.02948610091698356,0.13247282505035402,0.13247282505035402,14,0.0001
15,0.026693057222291827,0.11305909752845764,0.11305909752845764,15,0.0001
16,0.025655291276052594,0.10535553246736526,0.10535553246736526,16,0.0001
17,0.023217043839395046,0.13129549622535705,0.10535553246736526,16,0.0001
18,0.022564282873645425,0.12937628030776976,0.10535553246736526,16,0.0001
19,0.020273163728415967,0.10607375502586365,0.10535553246736526,16,0.0001
20,0.01923581035807729,0.10826609283685684,0.10535553246736526,16,0.0001
21,0.018177097802981733,0.11290204674005508,0.10535553246736526,16,0.0001
22,0.01705579023109749,0.09780740737915039,0.09780740737915039,22,0.0001
23,0.015989373135380448,0.09369523525238037,0.09369523525238037,23,0.0001
24,0.014914709888398648,0.09661357551813125,0.09369523525238037,23,0.0001
25,0.014499430294381454,0.08457911163568496,0.08457911163568496,25,0.0001
26,0.013120727916248142,0.09244152009487153,0.08457911163568496,25,0.0001
27,0.012294297234620898,0.09178296625614166,0.08457911163568496,25,0.0001
28,0.011515512177720667,0.08698162883520126,0.08457911163568496,25,0.0001
29,0.010968148778192698,0.08855135142803192,0.08457911163568496,25,0.0001
30,0.010443829302676021,0.09430804699659348,0.08457911163568496,25,0.0001
31,0.010078362841159105,0.08741799145936965,0.08457911163568496,25,0.0001
32,0.009505387814715504,0.08551399260759354,0.08457911163568496,25,0.0001
33,0.008907209523022175,0.086986443400383,0.08457911163568496,25,0.0001
