model,experiment_name,experiment_path,dataset_path,dataset_metadata_path,input_mode,universe_count,universe_population,snapshot_count,snapshot_identities,top_n,node_features,normalization,normalization_scope,target_normalization,periodic,k,box_size,hidden_dim,num_layers,batch_size,epochs,patience,learning_rate,weight_decay,dropout,activation,convolution_type,self_loops,graph_pooling,graph_pooling_implementation,graph_embedding_dim,temporal_pooling,temporal_module,head_type,summary_features,hybrid,seed,split_ratios,train_count,val_count,test_count_declared,train_ids_hash,val_ids_hash,test_ids_hash,ordered_split_signature,split_valid,config_present,metrics_present,training_log_present,predictions_present,checkpoint_present,artifact_complete,prediction_ids_match_declared_test_order,test_mae,test_rmse,test_mse,test_r2,test_pearson,pearson_status,target_mean,prediction_mean,target_std,prediction_std,prediction_std_ratio,exact_repeated_prediction_fraction,approximate_repeated_prediction_fraction,prediction_range,residual_mean,residual_std,test_count,pearson_std_tolerance,unique_prediction_count,approximate_unique_prediction_count,approximate_repeat_tolerance,prediction_min,prediction_max,saved_primary_metrics_match_1e-6,maximum_saved_metric_absolute_delta,prediction_file_hash,candidate_family,reusable_status,compatibility_class,exclusion_reason,duplicate_status
EvolveGCN-H,evolvegcn_h_500u_top500_h32_seed999_minmax,experiments/evolvegcn_h_500u_top500_h32_seed999_minmax,data/processed/temporal_500u_minmax_top500_periodic_knn/camels_500u_temporal_logmass_minmax_top500_periodic_knn.pt,data/processed/temporal_500u_minmax_top500_periodic_knn/camels_500u_temporal_logmass_minmax_top500_periodic_knn.metadata.json,temporal,500,LH_0..LH_499,5,five evenly selected snapshots; exact identities not persisted in sidecar,500,log10_Mvir|X|Y|Z|VX|VY|VZ,minmax,per_universe_per_snapshot_per_feature,False,True,8,25.0,32,2,4,300,40,0.001,1e-05,0.2,relu,evolvegcn_h,True,mean,EvolveGCNHRegressor.masked_graph_pool,32,mean,dimension_preserving_temporal_mean_or_last,mlp,False,False,999,0.7|0.15|0.15,350,75,75,40075e712fbb50b5e1ed9f35f19d3d42658f893cfb60b63a3608294fdccff6d9,a2afa2846e592896c4d5cea120bee45b9c5b090ecf30eeca4cdd3d0f331e178f,1f04d71ea7453c8b9f045cafdaa0aa4752321e9f9bed06764164f0904fddbc34,d033c42cc03a8890de838709a8647c8682054f8213181a1567cf059fe84861c4,True,True,True,True,True,True,True,True,0.08726186027129491,0.10331230581297307,0.010673432532393268,0.08260813650758625,0.34676926776547745,defined,0.314573332965374,0.2946976677576701,0.10858988781411083,0.04424887573554528,0.4074861538791949,0.0,0.0,0.2147793471813202,-0.019875665207703907,0.10206511467386756,75.0,1e-12,75,75,1e-12,0.14154484868049622,0.3563241958618164,True,0.0,ae766360c356d8afbd25069c84d88d2f245e803d4502e066bdf80015bd9a9e79,u500_mlp_mean_vs_mean_max_pilot,compatible_anchor_only,compatible_anchor_only,"controlled protocol, but mean_max exists only for seed 42",unique
EvolveGCN-H,evolvegcn_h_750u_top1000_h32_seed123_none,experiments/evolvegcn_h_750u_top1000_h32_seed123_none,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.pt,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.metadata.json,temporal,750,LH_0..LH_749,5,five evenly selected snapshots; exact identities not persisted in sidecar,1000,log10_Mvir|X|Y|Z|VX|VY|VZ,none,per_universe_per_snapshot_per_feature,False,True,8,25.0,32,2,4,300,40,0.001,1e-05,0.2,relu,evolvegcn_h,True,mean,EvolveGCNHRegressor.masked_graph_pool,32,mean,dimension_preserving_temporal_mean_or_last,mlp,False,False,123,0.6|0.1333333333|0.2666666667,450,99,201,d316a16a038e200ceeff8bb14729421b010a20163e83aeca7c33bb452d55b21e,6418ac151739f732cf9960720063505eaa5446fc2714cf3c95f34aedfd1209d4,b4b27c555a368c96972c9f436181e07ac62f78ff3e05c4e25d61a4121e7f4292,bd9367b034a0ac7ebc07fe79c19a62d51f17402cb7e5dba98d1748e5168f72f1,True,True,True,True,True,True,True,True,0.0551141643553824,0.07017513742848315,0.004924549913106496,0.6218340468608956,0.8285008070532317,defined,0.29530845790063565,0.32104627736172275,0.11439975375925339,0.10817523245339797,0.9455897316094359,0.0,0.0,0.4944908618927002,0.02573781946108709,0.06544788106048552,201.0,1e-12,201,201,1e-12,0.09554147720336914,0.5900323390960693,True,8.673617379884035e-19,e8728b9ec6ec6d1e1ecda75444d418c0eddb12e07bf1de33c69e7e8821d2697d,u750_mlp_mean_alternative,alternative_protocol,head_incompatible,MLP head is not the linear-head canonical pooling protocol,unique
EvolveGCN-H,evolvegcn_h_750u_top1000_h32_seed123_none_linear_head,experiments/evolvegcn_h_750u_top1000_h32_seed123_none_linear_head,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.pt,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.metadata.json,temporal,750,LH_0..LH_749,5,five evenly selected snapshots; exact identities not persisted in sidecar,1000,log10_Mvir|X|Y|Z|VX|VY|VZ,none,per_universe_per_snapshot_per_feature,False,True,8,25.0,32,2,4,300,40,0.001,1e-05,0.2,relu,evolvegcn_h,True,mean,EvolveGCNHRegressor.masked_graph_pool,32,mean,dimension_preserving_temporal_mean_or_last,linear,False,False,123,0.6|0.1333333333|0.2666666667,450,99,201,d316a16a038e200ceeff8bb14729421b010a20163e83aeca7c33bb452d55b21e,6418ac151739f732cf9960720063505eaa5446fc2714cf3c95f34aedfd1209d4,b4b27c555a368c96972c9f436181e07ac62f78ff3e05c4e25d61a4121e7f4292,bd9367b034a0ac7ebc07fe79c19a62d51f17402cb7e5dba98d1748e5168f72f1,True,True,True,True,True,True,True,True,0.052323977819722686,0.06692279737356953,0.004478660808303844,0.6560747554103737,0.8439793687140361,defined,0.29530845790063565,0.31752135578672686,0.11439975375925339,0.11204207220182295,0.9793908511167602,0.0,0.0,0.5917885303497314,0.022212897886091203,0.06328644575013641,201.0,1e-12,201,201,1e-12,0.05747091770172119,0.6492594480514526,True,8.673617379884035e-19,8e6ea0a012912b4a24500a594e4e7fe9bfcb785978bf4c59f2ca55b9b9c508d2,canonical_750u_linear_mean_vs_mean_max,reusable_existing,canonical_graph_pooling_compatible,,unique
EvolveGCN-H,evolvegcn_h_750u_top1000_h32_seed123_none_linear_head_meanmax,experiments/evolvegcn_h_750u_top1000_h32_seed123_none_linear_head_meanmax,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.pt,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.metadata.json,temporal,750,LH_0..LH_749,5,five evenly selected snapshots; exact identities not persisted in sidecar,1000,log10_Mvir|X|Y|Z|VX|VY|VZ,none,per_universe_per_snapshot_per_feature,False,True,8,25.0,32,2,4,300,40,0.001,1e-05,0.2,relu,evolvegcn_h,True,mean_max,EvolveGCNHRegressor.masked_graph_pool,64,mean,dimension_preserving_temporal_mean_or_last,linear,False,False,123,0.6|0.1333333333|0.2666666667,450,99,201,d316a16a038e200ceeff8bb14729421b010a20163e83aeca7c33bb452d55b21e,6418ac151739f732cf9960720063505eaa5446fc2714cf3c95f34aedfd1209d4,b4b27c555a368c96972c9f436181e07ac62f78ff3e05c4e25d61a4121e7f4292,bd9367b034a0ac7ebc07fe79c19a62d51f17402cb7e5dba98d1748e5168f72f1,True,True,True,True,True,True,True,True,0.07537395588645887,0.11600114444702615,0.013456265513019827,-0.033333312325786624,0.4621858525188119,defined,0.29530845790063565,0.28543509190800176,0.11439975375925339,0.108855433542703,0.9515355581252557,0.0,0.0,1.202196478843689,-0.009873365992633857,0.11586878815185872,201.0,1e-12,201,201,1e-12,-0.5391953587532043,0.6630011200904846,True,4.163336342344337e-17,269a2a2d45d8a4d967e1384c49faf4c1e5d7582c4f42a8382118f4fb1ed391cd,canonical_750u_linear_mean_vs_mean_max,reusable_existing,canonical_graph_pooling_compatible,,unique
EvolveGCN-H,evolvegcn_h_750u_top1000_h32_seed123_none_linear_head_temporal_last,experiments/evolvegcn_h_750u_top1000_h32_seed123_none_linear_head_temporal_last,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.pt,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.metadata.json,temporal,750,LH_0..LH_749,5,five evenly selected snapshots; exact identities not persisted in sidecar,1000,log10_Mvir|X|Y|Z|VX|VY|VZ,none,per_universe_per_snapshot_per_feature,False,True,8,25.0,32,2,4,300,40,0.001,1e-05,0.2,relu,evolvegcn_h,True,mean,EvolveGCNHRegressor.masked_graph_pool,32,last,dimension_preserving_temporal_mean_or_last,linear,False,False,123,0.6|0.1333333333|0.2666666667,450,99,201,d316a16a038e200ceeff8bb14729421b010a20163e83aeca7c33bb452d55b21e,6418ac151739f732cf9960720063505eaa5446fc2714cf3c95f34aedfd1209d4,b4b27c555a368c96972c9f436181e07ac62f78ff3e05c4e25d61a4121e7f4292,bd9367b034a0ac7ebc07fe79c19a62d51f17402cb7e5dba98d1748e5168f72f1,True,True,True,True,True,True,True,True,0.05882517771044774,0.07356726162518906,0.0054121419830290155,0.5843908849234829,0.775118899401788,defined,0.29530845790063565,0.30992225642821086,0.11439975375925339,0.08916531388710647,0.7794187570958316,0.0,0.0,0.6120264828205109,0.014613798527575252,0.07228119928447907,201.0,1e-12,201,201,1e-12,0.0657026469707489,0.6777291297912598,True,0.0,49d96e80d390d8c5fa33432aebf4c36c6f6f3c93bbf34986c8153a0f1fa34f3a,u750_linear_temporal_last_alternative,alternative_protocol,temporal_pooling_incompatible,temporal pooling is last rather than mean,unique
EvolveGCN-H,evolvegcn_h_750u_top1000_h32_seed2025_none,experiments/evolvegcn_h_750u_top1000_h32_seed2025_none,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.pt,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.metadata.json,temporal,750,LH_0..LH_749,5,five evenly selected snapshots; exact identities not persisted in sidecar,1000,log10_Mvir|X|Y|Z|VX|VY|VZ,none,per_universe_per_snapshot_per_feature,False,True,8,25.0,32,2,4,300,40,0.001,1e-05,0.2,relu,evolvegcn_h,True,mean,EvolveGCNHRegressor.masked_graph_pool,32,mean,dimension_preserving_temporal_mean_or_last,mlp,False,False,2025,0.6|0.1333333333|0.2666666667,450,99,201,36049f0cae86c5ca45d0796924d4d0ba96ba79aed8c883ff8624918f262c8848,5773c1373223e49ffc900ebb0cf1601fd07ec00315689c78743b0c6a576a9a23,7871cf13469da82a2cf9482c9d3a7dbcbe3ea9251900b94bada569843e34abca,3f80461e5ec26ee906f6c1781f34d40877521ac854d93f1fb09783b18b8d24a7,True,True,True,True,True,True,True,True,0.06559630961560492,0.08555234071980113,0.007319203002636941,0.494905588257754,0.7175839935865517,defined,0.30558109505852654,0.311924103777207,0.12067815045868409,0.10244404727532842,0.8489030274821922,0.0,0.0,0.4432546943426132,0.006343008718680387,0.08552990172592767,201.0,1e-12,201,201,1e-12,0.07354094088077545,0.5167956352233887,True,8.673617379884035e-19,50578dfa3c42afc4e12e89e556821eac4f9d72f14b61adf85ed2f261247bf181,u750_mlp_mean_alternative,alternative_protocol,head_incompatible,MLP head is not the linear-head canonical pooling protocol,unique
EvolveGCN-H,evolvegcn_h_750u_top1000_h32_seed2025_none_linear_head,experiments/evolvegcn_h_750u_top1000_h32_seed2025_none_linear_head,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.pt,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.metadata.json,temporal,750,LH_0..LH_749,5,five evenly selected snapshots; exact identities not persisted in sidecar,1000,log10_Mvir|X|Y|Z|VX|VY|VZ,none,per_universe_per_snapshot_per_feature,False,True,8,25.0,32,2,4,300,40,0.001,1e-05,0.2,relu,evolvegcn_h,True,mean,EvolveGCNHRegressor.masked_graph_pool,32,mean,dimension_preserving_temporal_mean_or_last,linear,False,False,2025,0.6|0.1333333333|0.2666666667,450,99,201,36049f0cae86c5ca45d0796924d4d0ba96ba79aed8c883ff8624918f262c8848,5773c1373223e49ffc900ebb0cf1601fd07ec00315689c78743b0c6a576a9a23,7871cf13469da82a2cf9482c9d3a7dbcbe3ea9251900b94bada569843e34abca,3f80461e5ec26ee906f6c1781f34d40877521ac854d93f1fb09783b18b8d24a7,True,True,True,True,True,True,True,True,0.062130676795594135,0.07809587449277426,0.006098965612791149,0.5791135390944779,0.7663748459315413,defined,0.30558109505852654,0.3158196985573318,0.12067815045868409,0.09626766589243778,0.7977224172440098,0.0,0.0,0.6077331900596619,0.010238603498805222,0.07761512284497997,201.0,1e-12,201,201,1e-12,0.029119551181793213,0.6368527412414551,True,8.673617379884035e-19,7c159d2059c3fc38999049eb685359f908b14960866b01aeee6ce0cb556ae69d,canonical_750u_linear_mean_vs_mean_max,reusable_existing,canonical_graph_pooling_compatible,,unique
EvolveGCN-H,evolvegcn_h_750u_top1000_h32_seed2025_none_linear_head_meanmax,experiments/evolvegcn_h_750u_top1000_h32_seed2025_none_linear_head_meanmax,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.pt,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.metadata.json,temporal,750,LH_0..LH_749,5,five evenly selected snapshots; exact identities not persisted in sidecar,1000,log10_Mvir|X|Y|Z|VX|VY|VZ,none,per_universe_per_snapshot_per_feature,False,True,8,25.0,32,2,4,300,40,0.001,1e-05,0.2,relu,evolvegcn_h,True,mean_max,EvolveGCNHRegressor.masked_graph_pool,64,mean,dimension_preserving_temporal_mean_or_last,linear,False,False,2025,0.6|0.1333333333|0.2666666667,450,99,201,36049f0cae86c5ca45d0796924d4d0ba96ba79aed8c883ff8624918f262c8848,5773c1373223e49ffc900ebb0cf1601fd07ec00315689c78743b0c6a576a9a23,7871cf13469da82a2cf9482c9d3a7dbcbe3ea9251900b94bada569843e34abca,3f80461e5ec26ee906f6c1781f34d40877521ac854d93f1fb09783b18b8d24a7,True,True,True,True,True,True,True,True,0.07183962608154733,0.08585292857078337,0.007370725344180033,0.49135005812914356,0.7156131852781391,defined,0.30558109505852654,0.29906318926099523,0.12067815045868409,0.07024916231036,0.5821199781679686,0.0,0.0,0.40295732021331787,-0.006517905797531355,0.08581889919729518,201.0,1e-12,201,201,1e-12,0.07929882407188416,0.482256144285202,True,1.3877787807814457e-17,e2fcb567f3c06f6435362b78dd28e4cde18923ae3ceb8b9ff075d2a4ae2631e4,canonical_750u_linear_mean_vs_mean_max,reusable_existing,canonical_graph_pooling_compatible,,unique
EvolveGCN-H,evolvegcn_h_750u_top1000_h32_seed2025_none_linear_head_temporal_last,experiments/evolvegcn_h_750u_top1000_h32_seed2025_none_linear_head_temporal_last,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.pt,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.metadata.json,temporal,750,LH_0..LH_749,5,five evenly selected snapshots; exact identities not persisted in sidecar,1000,log10_Mvir|X|Y|Z|VX|VY|VZ,none,per_universe_per_snapshot_per_feature,False,True,8,25.0,32,2,4,300,40,0.001,1e-05,0.2,relu,evolvegcn_h,True,mean,EvolveGCNHRegressor.masked_graph_pool,32,last,dimension_preserving_temporal_mean_or_last,linear,False,False,2025,0.6|0.1333333333|0.2666666667,450,99,201,36049f0cae86c5ca45d0796924d4d0ba96ba79aed8c883ff8624918f262c8848,5773c1373223e49ffc900ebb0cf1601fd07ec00315689c78743b0c6a576a9a23,7871cf13469da82a2cf9482c9d3a7dbcbe3ea9251900b94bada569843e34abca,3f80461e5ec26ee906f6c1781f34d40877521ac854d93f1fb09783b18b8d24a7,True,True,True,True,True,True,True,True,0.060016300028829433,0.07534900450824344,0.0056774724803832916,0.6082005620517921,0.7874933461545424,defined,0.30558109505852654,0.3187268180633659,0.12067815045868409,0.09449792428151008,0.7830574459612952,0.0,0.0,0.46706952154636383,0.013145723004839313,0.07437866467810945,201.0,1e-12,201,201,1e-12,0.09884856641292572,0.5659180879592896,True,0.0,8cc4ab72865adc3640032df0d6a4bb795ee948feef14fe604840b20bdfc86672,u750_linear_temporal_last_alternative,alternative_protocol,temporal_pooling_incompatible,temporal pooling is last rather than mean,unique
EvolveGCN-H,evolvegcn_h_750u_top1000_h32_seed42_none,experiments/evolvegcn_h_750u_top1000_h32_seed42_none,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.pt,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.metadata.json,temporal,750,LH_0..LH_749,5,five evenly selected snapshots; exact identities not persisted in sidecar,1000,log10_Mvir|X|Y|Z|VX|VY|VZ,none,per_universe_per_snapshot_per_feature,False,True,8,25.0,32,2,4,300,40,0.001,1e-05,0.2,relu,evolvegcn_h,True,mean,EvolveGCNHRegressor.masked_graph_pool,32,mean,dimension_preserving_temporal_mean_or_last,mlp,False,False,42,0.6|0.1333333333|0.2666666667,450,99,201,b63c20f4afe6748021850534aaf7347fbc0b3b22de4223585f47dfd7e6646452,43d3e65c5a358e77ee784669efbe132d114a710fb7f4f1c3a69fa4cea11fbeea,dffca8b009d6f7f1781e3454700c7585c05f713744690a0a2c07d85e78a17a35,e27e32ef2d9482fbe0719a56555f66075f7a23e178c15848a0227660ea0df7d9,True,True,True,True,True,True,True,True,0.061760590221751385,0.07365219992010104,0.005424646553070531,0.6299393277684502,0.8213882825592573,defined,0.30861990042586823,0.31361408590973905,0.1213758508932744,0.07451658377061096,0.6139325345379723,0.22885572139303484,0.22885572139303484,0.3313513845205307,0.004994185483870815,0.07366616039773854,201.0,1e-12,155,155,1e-12,0.22715623676776886,0.5585076212882996,True,8.673617379884035e-19,e38c1d1e21829d266cb44bba53a06e558eae456594e4ec43d62a21374ebd8a34,u750_mlp_mean_alternative,alternative_protocol,head_incompatible,MLP head is not the linear-head canonical pooling protocol,unique
EvolveGCN-H,evolvegcn_h_750u_top1000_h32_seed42_none_linear_head,experiments/evolvegcn_h_750u_top1000_h32_seed42_none_linear_head,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.pt,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.metadata.json,temporal,750,LH_0..LH_749,5,five evenly selected snapshots; exact identities not persisted in sidecar,1000,log10_Mvir|X|Y|Z|VX|VY|VZ,none,per_universe_per_snapshot_per_feature,False,True,8,25.0,32,2,4,300,40,0.001,1e-05,0.2,relu,evolvegcn_h,True,mean,EvolveGCNHRegressor.masked_graph_pool,32,mean,dimension_preserving_temporal_mean_or_last,linear,False,False,42,0.6|0.1333333333|0.2666666667,450,99,201,b63c20f4afe6748021850534aaf7347fbc0b3b22de4223585f47dfd7e6646452,43d3e65c5a358e77ee784669efbe132d114a710fb7f4f1c3a69fa4cea11fbeea,dffca8b009d6f7f1781e3454700c7585c05f713744690a0a2c07d85e78a17a35,e27e32ef2d9482fbe0719a56555f66075f7a23e178c15848a0227660ea0df7d9,True,True,True,True,True,True,True,True,0.05029454063716812,0.06192755114281536,0.003835021590546012,0.7383809887085353,0.8779287045777445,defined,0.30861990042586823,0.29350371666215547,0.1213758508932744,0.09083192455942737,0.7483525255719586,0.0,0.0,0.4667911231517792,-0.015116183763712793,0.060204278850115936,201.0,1e-12,201,201,1e-12,0.07899680733680725,0.5457879304885864,True,6.938893903907228e-18,98d3bece4a241917a491c8517491b7cd203a2f3ceeda1820f9a21807d57031d3,canonical_750u_linear_mean_vs_mean_max,reusable_existing,canonical_graph_pooling_compatible,,unique
EvolveGCN-H,evolvegcn_h_750u_top1000_h32_seed42_none_linear_head_meanmax,experiments/evolvegcn_h_750u_top1000_h32_seed42_none_linear_head_meanmax,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.pt,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.metadata.json,temporal,750,LH_0..LH_749,5,five evenly selected snapshots; exact identities not persisted in sidecar,1000,log10_Mvir|X|Y|Z|VX|VY|VZ,none,per_universe_per_snapshot_per_feature,False,True,8,25.0,32,2,4,300,40,0.001,1e-05,0.2,relu,evolvegcn_h,True,mean_max,EvolveGCNHRegressor.masked_graph_pool,64,mean,dimension_preserving_temporal_mean_or_last,linear,False,False,42,0.6|0.1333333333|0.2666666667,450,99,201,b63c20f4afe6748021850534aaf7347fbc0b3b22de4223585f47dfd7e6646452,43d3e65c5a358e77ee784669efbe132d114a710fb7f4f1c3a69fa4cea11fbeea,dffca8b009d6f7f1781e3454700c7585c05f713744690a0a2c07d85e78a17a35,e27e32ef2d9482fbe0719a56555f66075f7a23e178c15848a0227660ea0df7d9,True,True,True,True,True,True,True,True,0.09144933901690132,0.11249027233292676,0.012654061369536028,0.1367602642758019,0.6396279654426554,defined,0.30861990042586823,0.2465884578576432,0.1213758508932744,0.0896914528797148,0.7389563263171712,0.0,0.0,0.8050294741988182,-0.062031442568225056,0.09407546072145082,201.0,1e-12,201,201,1e-12,0.059043146669864655,0.8640726208686829,True,2.7755575615628914e-17,8e448d91fc47f5f8a2f53f785936ab61414fba8ca719a16e630144984c10edb6,canonical_750u_linear_mean_vs_mean_max,reusable_existing,canonical_graph_pooling_compatible,,unique
EvolveGCN-H,evolvegcn_h_750u_top1000_h32_seed42_none_linear_head_temporal_last,experiments/evolvegcn_h_750u_top1000_h32_seed42_none_linear_head_temporal_last,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.pt,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.metadata.json,temporal,750,LH_0..LH_749,5,five evenly selected snapshots; exact identities not persisted in sidecar,1000,log10_Mvir|X|Y|Z|VX|VY|VZ,none,per_universe_per_snapshot_per_feature,False,True,8,25.0,32,2,4,300,40,0.001,1e-05,0.2,relu,evolvegcn_h,True,mean,EvolveGCNHRegressor.masked_graph_pool,32,last,dimension_preserving_temporal_mean_or_last,linear,False,False,42,0.6|0.1333333333|0.2666666667,450,99,201,b63c20f4afe6748021850534aaf7347fbc0b3b22de4223585f47dfd7e6646452,43d3e65c5a358e77ee784669efbe132d114a710fb7f4f1c3a69fa4cea11fbeea,dffca8b009d6f7f1781e3454700c7585c05f713744690a0a2c07d85e78a17a35,e27e32ef2d9482fbe0719a56555f66075f7a23e178c15848a0227660ea0df7d9,True,True,True,True,True,True,True,True,0.05624651034079974,0.0703707442174447,0.0049520416417170275,0.6621796755006752,0.8230650087704371,defined,0.30861990042586823,0.3130224132122685,0.1213758508932744,0.08557266353546618,0.7050221514880262,0.0,0.0,0.4311596751213074,0.004402512786400259,0.07040825818394475,201.0,1e-12,201,201,1e-12,0.08800697326660156,0.5191666483879089,True,1.3877787807814457e-17,efc1568358f05f3a5a60dfda737fb1acee564e3d9285935fe3234617a9e17993,u750_linear_temporal_last_alternative,alternative_protocol,temporal_pooling_incompatible,temporal pooling is last rather than mean,unique
EvolveGCN-H,evolvegcn_h_750u_top1000_h32_seed42_none_mlp_relu_repeat,experiments/evolvegcn_h_750u_top1000_h32_seed42_none_mlp_relu_repeat,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.pt,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.metadata.json,temporal,750,LH_0..LH_749,5,five evenly selected snapshots; exact identities not persisted in sidecar,1000,log10_Mvir|X|Y|Z|VX|VY|VZ,none,per_universe_per_snapshot_per_feature,False,True,8,25.0,32,2,4,300,40,0.001,1e-05,0.2,relu,evolvegcn_h,True,mean,EvolveGCNHRegressor.masked_graph_pool,32,mean,dimension_preserving_temporal_mean_or_last,mlp,False,False,42,0.6|0.1333333333|0.2666666667,450,99,201,b63c20f4afe6748021850534aaf7347fbc0b3b22de4223585f47dfd7e6646452,43d3e65c5a358e77ee784669efbe132d114a710fb7f4f1c3a69fa4cea11fbeea,dffca8b009d6f7f1781e3454700c7585c05f713744690a0a2c07d85e78a17a35,e27e32ef2d9482fbe0719a56555f66075f7a23e178c15848a0227660ea0df7d9,True,True,True,True,True,True,True,True,0.061760590221751385,0.07365219992010104,0.005424646553070531,0.6299393277684502,0.8213882825592573,defined,0.30861990042586823,0.31361408590973905,0.1213758508932744,0.07451658377061096,0.6139325345379723,0.22885572139303484,0.22885572139303484,0.3313513845205307,0.004994185483870815,0.07366616039773854,201.0,1e-12,155,155,1e-12,0.22715623676776886,0.5585076212882996,True,8.673617379884035e-19,e38c1d1e21829d266cb44bba53a06e558eae456594e4ec43d62a21374ebd8a34,u750_mlp_mean_alternative,duplicate,duplicate_reproduction,same scientific config and seed as the seed-42 U750 MLP mean run,candidate_duplicate_reproduction
EvolveGCN-H,evolvegcn_h_750u_top1000_h32_seed777_none,experiments/evolvegcn_h_750u_top1000_h32_seed777_none,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.pt,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.metadata.json,temporal,750,LH_0..LH_749,5,five evenly selected snapshots; exact identities not persisted in sidecar,1000,log10_Mvir|X|Y|Z|VX|VY|VZ,none,per_universe_per_snapshot_per_feature,False,True,8,25.0,32,2,4,300,40,0.001,1e-05,0.2,relu,evolvegcn_h,True,mean,EvolveGCNHRegressor.masked_graph_pool,32,mean,dimension_preserving_temporal_mean_or_last,mlp,False,False,777,0.6|0.1333333333|0.2666666667,450,99,201,a55be6d03d3d1c67b44898a475dc1d8c447c384ab71fea51d1cd78f8843e6bb1,7ef89a6896434879f1f550b816559a4eb79ec81220606328aeab80849e30016f,91fc0bf52e66a788bee317edce7b1152b4579d136c60cd16cbf34bce6185a424,6e71569b7785aa0483b56e359c68bac69e9c997617880855b75fd2bedcd84dae,True,True,True,True,True,True,True,True,0.0671217438222757,0.07973593269290179,0.006357818962406964,0.5351485580971238,0.7475010598800981,defined,0.3039233819836408,0.3161507263705505,0.11724113612703214,0.07443690988324987,0.6349043718119262,0.07960199004975124,0.07960199004975124,0.31285838782787323,0.012227344386909731,0.07898957251884027,201.0,1e-12,185,185,1e-12,0.20906968414783478,0.521928071975708,True,1.3877787807814457e-17,557d5b5b82ee329751451a1f97fae6f1111f6d50663c68af827e0c55371737ba,u750_mlp_mean_alternative,alternative_protocol,head_incompatible,MLP head is not the linear-head canonical pooling protocol,unique
