universe_id,universe_index,snapshot,path,exists,duplicate_count,total_rows,finite_mvir_rows,positive_mvir_rows,valid_builder_rows,omega_m,target_finite,top1000_feasible_without_padding,top1000_padding,top1000_padding_fraction,top1500_feasible_without_padding,top1500_padding,top1500_padding_fraction,top2000_feasible_without_padding,top2000_padding,top2000_padding_fraction
LH_192,192,0.51209,data/raw/CAMELS_SIMBA_1000U/LH_192_hlist_0.51209.list,True,0,6881,6881,6881,6881,0.2474,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_192,192,0.75065,data/raw/CAMELS_SIMBA_1000U/LH_192_hlist_0.75065.list,True,0,6163,6163,6163,6163,0.2474,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_192,192,1.00000,data/raw/CAMELS_SIMBA_1000U/LH_192_hlist_1.00000.list,True,0,6235,6235,6235,6235,0.2474,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_193,193,0.20000,data/raw/CAMELS_SIMBA_1000U/LH_193_hlist_0.20000.list,True,0,6800,6800,6800,6800,0.3842,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_193,193,0.25000,data/raw/CAMELS_SIMBA_1000U/LH_193_hlist_0.25000.list,True,0,7793,7793,7793,7793,0.3842,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_193,193,0.51209,data/raw/CAMELS_SIMBA_1000U/LH_193_hlist_0.51209.list,True,0,8086,8086,8086,8086,0.3842,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_193,193,0.75065,data/raw/CAMELS_SIMBA_1000U/LH_193_hlist_0.75065.list,True,0,7237,7237,7237,7237,0.3842,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_193,193,1.00000,data/raw/CAMELS_SIMBA_1000U/LH_193_hlist_1.00000.list,True,0,7201,7201,7201,7201,0.3842,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_194,194,0.20000,data/raw/CAMELS_SIMBA_1000U/LH_194_hlist_0.20000.list,True,0,7342,7342,7342,7342,0.415,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_194,194,0.25000,data/raw/CAMELS_SIMBA_1000U/LH_194_hlist_0.25000.list,True,0,8108,8108,8108,8108,0.415,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_194,194,0.51209,data/raw/CAMELS_SIMBA_1000U/LH_194_hlist_0.51209.list,True,0,7520,7520,7520,7520,0.415,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_194,194,0.75065,data/raw/CAMELS_SIMBA_1000U/LH_194_hlist_0.75065.list,True,0,6394,6394,6394,6394,0.415,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_194,194,1.00000,data/raw/CAMELS_SIMBA_1000U/LH_194_hlist_1.00000.list,True,0,6031,6031,6031,6031,0.415,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_195,195,0.20000,data/raw/CAMELS_SIMBA_1000U/LH_195_hlist_0.20000.list,True,0,5085,5085,5085,5085,0.4698,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_195,195,0.25000,data/raw/CAMELS_SIMBA_1000U/LH_195_hlist_0.25000.list,True,0,6705,6705,6705,6705,0.4698,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_195,195,0.51209,data/raw/CAMELS_SIMBA_1000U/LH_195_hlist_0.51209.list,True,0,8977,8977,8977,8977,0.4698,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_195,195,0.75065,data/raw/CAMELS_SIMBA_1000U/LH_195_hlist_0.75065.list,True,0,8134,8134,8134,8134,0.4698,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_195,195,1.00000,data/raw/CAMELS_SIMBA_1000U/LH_195_hlist_1.00000.list,True,0,7794,7794,7794,7794,0.4698,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_196,196,0.20000,data/raw/CAMELS_SIMBA_1000U/LH_196_hlist_0.20000.list,True,0,6846,6846,6846,6846,0.4878,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_196,196,0.25000,data/raw/CAMELS_SIMBA_1000U/LH_196_hlist_0.25000.list,True,0,8142,8142,8142,8142,0.4878,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_196,196,0.51209,data/raw/CAMELS_SIMBA_1000U/LH_196_hlist_0.51209.list,True,0,8336,8336,8336,8336,0.4878,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_196,196,0.75065,data/raw/CAMELS_SIMBA_1000U/LH_196_hlist_0.75065.list,True,0,7042,7042,7042,7042,0.4878,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_196,196,1.00000,data/raw/CAMELS_SIMBA_1000U/LH_196_hlist_1.00000.list,True,0,6602,6602,6602,6602,0.4878,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_197,197,0.20000,data/raw/CAMELS_SIMBA_1000U/LH_197_hlist_0.20000.list,True,0,5371,5371,5371,5371,0.2358,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_197,197,0.25000,data/raw/CAMELS_SIMBA_1000U/LH_197_hlist_0.25000.list,True,0,6387,6387,6387,6387,0.2358,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_197,197,0.51209,data/raw/CAMELS_SIMBA_1000U/LH_197_hlist_0.51209.list,True,0,6510,6510,6510,6510,0.2358,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_197,197,0.75065,data/raw/CAMELS_SIMBA_1000U/LH_197_hlist_0.75065.list,True,0,6177,6177,6177,6177,0.2358,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_197,197,1.00000,data/raw/CAMELS_SIMBA_1000U/LH_197_hlist_1.00000.list,True,0,6310,6310,6310,6310,0.2358,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_198,198,0.20000,data/raw/CAMELS_SIMBA_1000U/LH_198_hlist_0.20000.list,True,0,3477,3477,3477,3477,0.219,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_198,198,0.25000,data/raw/CAMELS_SIMBA_1000U/LH_198_hlist_0.25000.list,True,0,4978,4978,4978,4978,0.219,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_198,198,0.51209,data/raw/CAMELS_SIMBA_1000U/LH_198_hlist_0.51209.list,True,0,6731,6731,6731,6731,0.219,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_198,198,0.75065,data/raw/CAMELS_SIMBA_1000U/LH_198_hlist_0.75065.list,True,0,6495,6495,6495,6495,0.219,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_198,198,1.00000,data/raw/CAMELS_SIMBA_1000U/LH_198_hlist_1.00000.list,True,0,6710,6710,6710,6710,0.219,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_199,199,0.20000,data/raw/CAMELS_SIMBA_1000U/LH_199_hlist_0.20000.list,True,0,7960,7960,7960,7960,0.4334,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_199,199,0.25000,data/raw/CAMELS_SIMBA_1000U/LH_199_hlist_0.25000.list,True,0,8733,8733,8733,8733,0.4334,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_199,199,0.51209,data/raw/CAMELS_SIMBA_1000U/LH_199_hlist_0.51209.list,True,0,7765,7765,7765,7765,0.4334,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_199,199,0.75065,data/raw/CAMELS_SIMBA_1000U/LH_199_hlist_0.75065.list,True,0,6696,6696,6696,6696,0.4334,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_199,199,1.00000,data/raw/CAMELS_SIMBA_1000U/LH_199_hlist_1.00000.list,True,0,6395,6395,6395,6395,0.4334,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_200,200,0.20000,data/raw/CAMELS_SIMBA_1000U/LH_200_hlist_0.20000.list,True,0,2899,2899,2899,2899,0.145,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_200,200,0.25000,data/raw/CAMELS_SIMBA_1000U/LH_200_hlist_0.25000.list,True,0,4156,4156,4156,4156,0.145,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_200,200,0.51209,data/raw/CAMELS_SIMBA_1000U/LH_200_hlist_0.51209.list,True,0,5106,5106,5106,5106,0.145,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_200,200,0.75065,data/raw/CAMELS_SIMBA_1000U/LH_200_hlist_0.75065.list,True,0,5153,5153,5153,5153,0.145,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_200,200,1.00000,data/raw/CAMELS_SIMBA_1000U/LH_200_hlist_1.00000.list,True,0,5607,5607,5607,5607,0.145,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_201,201,0.20000,data/raw/CAMELS_SIMBA_1000U/LH_201_hlist_0.20000.list,True,0,7244,7244,7244,7244,0.4966,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_201,201,0.25000,data/raw/CAMELS_SIMBA_1000U/LH_201_hlist_0.25000.list,True,0,8367,8367,8367,8367,0.4966,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_201,201,0.51209,data/raw/CAMELS_SIMBA_1000U/LH_201_hlist_0.51209.list,True,0,8461,8461,8461,8461,0.4966,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_201,201,0.75065,data/raw/CAMELS_SIMBA_1000U/LH_201_hlist_0.75065.list,True,0,7282,7282,7282,7282,0.4966,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_201,201,1.00000,data/raw/CAMELS_SIMBA_1000U/LH_201_hlist_1.00000.list,True,0,6859,6859,6859,6859,0.4966,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_202,202,0.20000,data/raw/CAMELS_SIMBA_1000U/LH_202_hlist_0.20000.list,True,0,8835,8835,8835,8835,0.4726,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_202,202,0.25000,data/raw/CAMELS_SIMBA_1000U/LH_202_hlist_0.25000.list,True,0,9223,9223,9223,9223,0.4726,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_202,202,0.51209,data/raw/CAMELS_SIMBA_1000U/LH_202_hlist_0.51209.list,True,0,7510,7510,7510,7510,0.4726,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_202,202,0.75065,data/raw/CAMELS_SIMBA_1000U/LH_202_hlist_0.75065.list,True,0,6406,6406,6406,6406,0.4726,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_202,202,1.00000,data/raw/CAMELS_SIMBA_1000U/LH_202_hlist_1.00000.list,True,0,5976,5976,5976,5976,0.4726,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_203,203,0.20000,data/raw/CAMELS_SIMBA_1000U/LH_203_hlist_0.20000.list,True,0,7206,7206,7206,7206,0.4918,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_203,203,0.25000,data/raw/CAMELS_SIMBA_1000U/LH_203_hlist_0.25000.list,True,0,8333,8333,8333,8333,0.4918,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_203,203,0.51209,data/raw/CAMELS_SIMBA_1000U/LH_203_hlist_0.51209.list,True,0,8040,8040,8040,8040,0.4918,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_203,203,0.75065,data/raw/CAMELS_SIMBA_1000U/LH_203_hlist_0.75065.list,True,0,6665,6665,6665,6665,0.4918,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_203,203,1.00000,data/raw/CAMELS_SIMBA_1000U/LH_203_hlist_1.00000.list,True,0,6226,6226,6226,6226,0.4918,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_204,204,0.20000,data/raw/CAMELS_SIMBA_1000U/LH_204_hlist_0.20000.list,True,0,4084,4084,4084,4084,0.185,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_204,204,0.25000,data/raw/CAMELS_SIMBA_1000U/LH_204_hlist_0.25000.list,True,0,5360,5360,5360,5360,0.185,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_204,204,0.51209,data/raw/CAMELS_SIMBA_1000U/LH_204_hlist_0.51209.list,True,0,6365,6365,6365,6365,0.185,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_204,204,0.75065,data/raw/CAMELS_SIMBA_1000U/LH_204_hlist_0.75065.list,True,0,6002,6002,6002,6002,0.185,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_204,204,1.00000,data/raw/CAMELS_SIMBA_1000U/LH_204_hlist_1.00000.list,True,0,6154,6154,6154,6154,0.185,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_205,205,0.20000,data/raw/CAMELS_SIMBA_1000U/LH_205_hlist_0.20000.list,True,0,6537,6537,6537,6537,0.3054,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_205,205,0.25000,data/raw/CAMELS_SIMBA_1000U/LH_205_hlist_0.25000.list,True,0,7312,7312,7312,7312,0.3054,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_205,205,0.51209,data/raw/CAMELS_SIMBA_1000U/LH_205_hlist_0.51209.list,True,0,6909,6909,6909,6909,0.3054,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_205,205,0.75065,data/raw/CAMELS_SIMBA_1000U/LH_205_hlist_0.75065.list,True,0,5886,5886,5886,5886,0.3054,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_205,205,1.00000,data/raw/CAMELS_SIMBA_1000U/LH_205_hlist_1.00000.list,True,0,5995,5995,5995,5995,0.3054,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_206,206,0.20000,data/raw/CAMELS_SIMBA_1000U/LH_206_hlist_0.20000.list,True,0,4928,4928,4928,4928,0.3154,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_206,206,0.25000,data/raw/CAMELS_SIMBA_1000U/LH_206_hlist_0.25000.list,True,0,6357,6357,6357,6357,0.3154,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_206,206,0.51209,data/raw/CAMELS_SIMBA_1000U/LH_206_hlist_0.51209.list,True,0,7972,7972,7972,7972,0.3154,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_206,206,0.75065,data/raw/CAMELS_SIMBA_1000U/LH_206_hlist_0.75065.list,True,0,7259,7259,7259,7259,0.3154,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_206,206,1.00000,data/raw/CAMELS_SIMBA_1000U/LH_206_hlist_1.00000.list,True,0,7109,7109,7109,7109,0.3154,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_207,207,0.20000,data/raw/CAMELS_SIMBA_1000U/LH_207_hlist_0.20000.list,True,0,3725,3725,3725,3725,0.357,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_207,207,0.25000,data/raw/CAMELS_SIMBA_1000U/LH_207_hlist_0.25000.list,True,0,5493,5493,5493,5493,0.357,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_207,207,0.51209,data/raw/CAMELS_SIMBA_1000U/LH_207_hlist_0.51209.list,True,0,8316,8316,8316,8316,0.357,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_207,207,0.75065,data/raw/CAMELS_SIMBA_1000U/LH_207_hlist_0.75065.list,True,0,7821,7821,7821,7821,0.357,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_207,207,1.00000,data/raw/CAMELS_SIMBA_1000U/LH_207_hlist_1.00000.list,True,0,7869,7869,7869,7869,0.357,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_208,208,0.20000,data/raw/CAMELS_SIMBA_1000U/LH_208_hlist_0.20000.list,True,0,5637,5637,5637,5637,0.2938,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_208,208,0.25000,data/raw/CAMELS_SIMBA_1000U/LH_208_hlist_0.25000.list,True,0,6776,6776,6776,6776,0.2938,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_208,208,0.51209,data/raw/CAMELS_SIMBA_1000U/LH_208_hlist_0.51209.list,True,0,7350,7350,7350,7350,0.2938,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_208,208,0.75065,data/raw/CAMELS_SIMBA_1000U/LH_208_hlist_0.75065.list,True,0,6630,6630,6630,6630,0.2938,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_208,208,1.00000,data/raw/CAMELS_SIMBA_1000U/LH_208_hlist_1.00000.list,True,0,6510,6510,6510,6510,0.2938,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_209,209,0.20000,data/raw/CAMELS_SIMBA_1000U/LH_209_hlist_0.20000.list,True,0,7188,7188,7188,7188,0.3526,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_209,209,0.25000,data/raw/CAMELS_SIMBA_1000U/LH_209_hlist_0.25000.list,True,0,7942,7942,7942,7942,0.3526,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_209,209,0.51209,data/raw/CAMELS_SIMBA_1000U/LH_209_hlist_0.51209.list,True,0,7402,7402,7402,7402,0.3526,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_209,209,0.75065,data/raw/CAMELS_SIMBA_1000U/LH_209_hlist_0.75065.list,True,0,6411,6411,6411,6411,0.3526,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_209,209,1.00000,data/raw/CAMELS_SIMBA_1000U/LH_209_hlist_1.00000.list,True,0,6338,6338,6338,6338,0.3526,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_210,210,0.20000,data/raw/CAMELS_SIMBA_1000U/LH_210_hlist_0.20000.list,True,0,4889,4889,4889,4889,0.4318,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_210,210,0.25000,data/raw/CAMELS_SIMBA_1000U/LH_210_hlist_0.25000.list,True,0,6529,6529,6529,6529,0.4318,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_210,210,0.51209,data/raw/CAMELS_SIMBA_1000U/LH_210_hlist_0.51209.list,True,0,8480,8480,8480,8480,0.4318,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_210,210,0.75065,data/raw/CAMELS_SIMBA_1000U/LH_210_hlist_0.75065.list,True,0,7640,7640,7640,7640,0.4318,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_210,210,1.00000,data/raw/CAMELS_SIMBA_1000U/LH_210_hlist_1.00000.list,True,0,7338,7338,7338,7338,0.4318,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_211,211,0.20000,data/raw/CAMELS_SIMBA_1000U/LH_211_hlist_0.20000.list,True,0,5781,5781,5781,5781,0.4154,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_211,211,0.25000,data/raw/CAMELS_SIMBA_1000U/LH_211_hlist_0.25000.list,True,0,7055,7055,7055,7055,0.4154,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_211,211,0.51209,data/raw/CAMELS_SIMBA_1000U/LH_211_hlist_0.51209.list,True,0,8480,8480,8480,8480,0.4154,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_211,211,0.75065,data/raw/CAMELS_SIMBA_1000U/LH_211_hlist_0.75065.list,True,0,7479,7479,7479,7479,0.4154,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_211,211,1.00000,data/raw/CAMELS_SIMBA_1000U/LH_211_hlist_1.00000.list,True,0,7095,7095,7095,7095,0.4154,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_212,212,0.20000,data/raw/CAMELS_SIMBA_1000U/LH_212_hlist_0.20000.list,True,0,5103,5103,5103,5103,0.2666,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_212,212,0.25000,data/raw/CAMELS_SIMBA_1000U/LH_212_hlist_0.25000.list,True,0,6482,6482,6482,6482,0.2666,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_212,212,0.51209,data/raw/CAMELS_SIMBA_1000U/LH_212_hlist_0.51209.list,True,0,6883,6883,6883,6883,0.2666,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_212,212,0.75065,data/raw/CAMELS_SIMBA_1000U/LH_212_hlist_0.75065.list,True,0,6266,6266,6266,6266,0.2666,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_212,212,1.00000,data/raw/CAMELS_SIMBA_1000U/LH_212_hlist_1.00000.list,True,0,6241,6241,6241,6241,0.2666,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_213,213,0.20000,data/raw/CAMELS_SIMBA_1000U/LH_213_hlist_0.20000.list,True,0,7280,7280,7280,7280,0.4502,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_213,213,0.25000,data/raw/CAMELS_SIMBA_1000U/LH_213_hlist_0.25000.list,True,0,8294,8294,8294,8294,0.4502,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_213,213,0.51209,data/raw/CAMELS_SIMBA_1000U/LH_213_hlist_0.51209.list,True,0,7882,7882,7882,7882,0.4502,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_213,213,0.75065,data/raw/CAMELS_SIMBA_1000U/LH_213_hlist_0.75065.list,True,0,6796,6796,6796,6796,0.4502,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_213,213,1.00000,data/raw/CAMELS_SIMBA_1000U/LH_213_hlist_1.00000.list,True,0,6417,6417,6417,6417,0.4502,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_214,214,0.20000,data/raw/CAMELS_SIMBA_1000U/LH_214_hlist_0.20000.list,True,0,8827,8827,8827,8827,0.4474,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_214,214,0.25000,data/raw/CAMELS_SIMBA_1000U/LH_214_hlist_0.25000.list,True,0,9171,9171,9171,9171,0.4474,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_214,214,0.51209,data/raw/CAMELS_SIMBA_1000U/LH_214_hlist_0.51209.list,True,0,7710,7710,7710,7710,0.4474,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_214,214,0.75065,data/raw/CAMELS_SIMBA_1000U/LH_214_hlist_0.75065.list,True,0,6102,6102,6102,6102,0.4474,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_214,214,1.00000,data/raw/CAMELS_SIMBA_1000U/LH_214_hlist_1.00000.list,True,0,5928,5928,5928,5928,0.4474,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_215,215,0.20000,data/raw/CAMELS_SIMBA_1000U/LH_215_hlist_0.20000.list,True,0,8239,8239,8239,8239,0.407,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_215,215,0.25000,data/raw/CAMELS_SIMBA_1000U/LH_215_hlist_0.25000.list,True,0,8961,8961,8961,8961,0.407,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_215,215,0.51209,data/raw/CAMELS_SIMBA_1000U/LH_215_hlist_0.51209.list,True,0,7286,7286,7286,7286,0.407,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_215,215,0.75065,data/raw/CAMELS_SIMBA_1000U/LH_215_hlist_0.75065.list,True,0,5956,5956,5956,5956,0.407,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_215,215,1.00000,data/raw/CAMELS_SIMBA_1000U/LH_215_hlist_1.00000.list,True,0,5715,5715,5715,5715,0.407,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_216,216,0.20000,data/raw/CAMELS_SIMBA_1000U/LH_216_hlist_0.20000.list,True,0,9144,9144,9144,9144,0.4794,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_216,216,0.25000,data/raw/CAMELS_SIMBA_1000U/LH_216_hlist_0.25000.list,True,0,9380,9380,9380,9380,0.4794,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_216,216,0.51209,data/raw/CAMELS_SIMBA_1000U/LH_216_hlist_0.51209.list,True,0,7847,7847,7847,7847,0.4794,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_216,216,0.75065,data/raw/CAMELS_SIMBA_1000U/LH_216_hlist_0.75065.list,True,0,6276,6276,6276,6276,0.4794,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_216,216,1.00000,data/raw/CAMELS_SIMBA_1000U/LH_216_hlist_1.00000.list,True,0,5861,5861,5861,5861,0.4794,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_217,217,0.20000,data/raw/CAMELS_SIMBA_1000U/LH_217_hlist_0.20000.list,True,0,1990,1990,1990,1990,0.2626,True,True,0,0.000000,True,0,0.000000,False,10,0.005000
LH_217,217,0.25000,data/raw/CAMELS_SIMBA_1000U/LH_217_hlist_0.25000.list,True,0,3752,3752,3752,3752,0.2626,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_217,217,0.51209,data/raw/CAMELS_SIMBA_1000U/LH_217_hlist_0.51209.list,True,0,7159,7159,7159,7159,0.2626,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_217,217,0.75065,data/raw/CAMELS_SIMBA_1000U/LH_217_hlist_0.75065.list,True,0,7378,7378,7378,7378,0.2626,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_217,217,1.00000,data/raw/CAMELS_SIMBA_1000U/LH_217_hlist_1.00000.list,True,0,7627,7627,7627,7627,0.2626,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_218,218,0.20000,data/raw/CAMELS_SIMBA_1000U/LH_218_hlist_0.20000.list,True,0,5358,5358,5358,5358,0.483,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_218,218,0.25000,data/raw/CAMELS_SIMBA_1000U/LH_218_hlist_0.25000.list,True,0,6797,6797,6797,6797,0.483,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_218,218,0.51209,data/raw/CAMELS_SIMBA_1000U/LH_218_hlist_0.51209.list,True,0,8506,8506,8506,8506,0.483,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_218,218,0.75065,data/raw/CAMELS_SIMBA_1000U/LH_218_hlist_0.75065.list,True,0,7733,7733,7733,7733,0.483,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_218,218,1.00000,data/raw/CAMELS_SIMBA_1000U/LH_218_hlist_1.00000.list,True,0,7424,7424,7424,7424,0.483,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_219,219,0.20000,data/raw/CAMELS_SIMBA_1000U/LH_219_hlist_0.20000.list,True,0,8825,8825,8825,8825,0.4902,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_219,219,0.25000,data/raw/CAMELS_SIMBA_1000U/LH_219_hlist_0.25000.list,True,0,9050,9050,9050,9050,0.4902,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_219,219,0.51209,data/raw/CAMELS_SIMBA_1000U/LH_219_hlist_0.51209.list,True,0,7306,7306,7306,7306,0.4902,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_219,219,0.75065,data/raw/CAMELS_SIMBA_1000U/LH_219_hlist_0.75065.list,True,0,5910,5910,5910,5910,0.4902,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_219,219,1.00000,data/raw/CAMELS_SIMBA_1000U/LH_219_hlist_1.00000.list,True,0,5606,5606,5606,5606,0.4902,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_220,220,0.20000,data/raw/CAMELS_SIMBA_1000U/LH_220_hlist_0.20000.list,True,0,6324,6324,6324,6324,0.3534,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
LH_220,220,0.25000,data/raw/CAMELS_SIMBA_1000U/LH_220_hlist_0.25000.list,True,0,7308,7308,7308,7308,0.3534,True,True,0,0.000000,True,0,0.000000,True,0,0.000000
