model,experiment_name,experiment_path,dataset_path,dataset_metadata_path,universe_count,universe_population,input_mode,snapshot_count,snapshot_identities,top_n,node_features,normalization,normalization_scope,target_normalization,periodic,k,box_size,hidden_dim,num_layers,convolution_type,self_loops,graph_pooling,temporal_pooling,temporal_module,head_type,head_architecture,head_input_dimension,head_hidden_dimensions,head_layers,head_activation,head_dropout,head_bias,output_activation,head_parameter_count,head_initialization,summary_features,hybrid,loss_function,batch_size,epochs,patience,learning_rate,weight_decay,dropout,activation,gradient_clipping,seed,split_ratios,train_count,val_count,test_count_declared,train_ids_hash,val_ids_hash,test_ids_hash,ordered_split_signature,split_valid,config_present,metrics_present,training_log_present,predictions_present,checkpoint_present,artifact_complete,prediction_ids_match_declared_test_order,test_mae,test_rmse,test_mse,test_r2,test_pearson,pearson_status,target_mean,prediction_mean,target_std,prediction_std,prediction_std_ratio,unique_prediction_count,exact_repeated_prediction_fraction,approximate_repeated_prediction_fraction,prediction_min,prediction_max,prediction_range,residual_mean,residual_std,maximum_absolute_residual,test_count,train_mae_saved,validation_mae_saved,train_mse_saved,validation_mse_saved,best_epoch,epochs_logged,saved_primary_metrics_match_1e-6,maximum_saved_metric_absolute_delta,prediction_file_hash,candidate_family,compatibility_class,reusable_status,duplicate_status,exclusion_reason
EvolveGCN-H,evolvegcn_h_750u_top1000_h32_seed42_none_mlp_relu_repeat,experiments/evolvegcn_h_750u_top1000_h32_seed42_none_mlp_relu_repeat,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.pt,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.metadata.json,750,LH_0..LH_749,temporal,5,five evenly selected snapshots; exact identities not persisted in sidecar,1000,log10_Mvir|X|Y|Z|VX|VY|VZ,none,per_universe_per_snapshot_per_feature,False,True,8,25.0,32,2,evolvegcn_h,True,mean,mean,dimension_preserving_temporal_mean_or_last,mlp,"Linear(32,32)-ReLU-Dropout(0.2)-Linear(32,1)",32,32,2,relu,0.2,True,identity,1089,PyTorch Linear default,False,False,MSE,4,300,40,0.001,1e-05,0.2,relu,1.0,42,0.6|0.1333333333|0.2666666667,450,99,201,b63c20f4afe6748021850534aaf7347fbc0b3b22de4223585f47dfd7e6646452,43d3e65c5a358e77ee784669efbe132d114a710fb7f4f1c3a69fa4cea11fbeea,dffca8b009d6f7f1781e3454700c7585c05f713744690a0a2c07d85e78a17a35,e27e32ef2d9482fbe0719a56555f66075f7a23e178c15848a0227660ea0df7d9,True,True,True,True,True,True,True,True,0.061760590221751385,0.07365219992010104,0.005424646553070531,0.6299393277684502,0.8213882825592573,defined,0.30861990042586823,0.31361408590973905,0.1213758508932744,0.07451658377061096,0.6139325345379723,155,0.22885572139303484,0.22885572139303484,0.22715623676776886,0.5585076212882996,0.3313513845205307,0.004994185483870815,0.07366616039773854,0.16237670183181763,201.0,0.043676578286621304,0.06378766668565346,0.0029946042992566426,0.006180448518718813,70,110,True,8.673617379884035e-19,e38c1d1e21829d266cb44bba53a06e558eae456594e4ec43d62a21374ebd8a34,u750_top1000_mean_graph_mean_temporal_linear_vs_mlp,duplicate_reproduction,duplicate_reproduction,exact_duplicate:evolvegcn_h_750u_top1000_h32_seed42_none|evolvegcn_h_750u_top1000_h32_seed42_none_mlp_relu_repeat,exact seed-42 MLP reproduction; not independent evidence
EvolveGCN-H,evolvegcn_h_750u_top1000_h32_seed777_none,experiments/evolvegcn_h_750u_top1000_h32_seed777_none,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.pt,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.metadata.json,750,LH_0..LH_749,temporal,5,five evenly selected snapshots; exact identities not persisted in sidecar,1000,log10_Mvir|X|Y|Z|VX|VY|VZ,none,per_universe_per_snapshot_per_feature,False,True,8,25.0,32,2,evolvegcn_h,True,mean,mean,dimension_preserving_temporal_mean_or_last,mlp,"Linear(32,32)-ReLU-Dropout(0.2)-Linear(32,1)",32,32,2,relu,0.2,True,identity,1089,PyTorch Linear default,False,False,MSE,4,300,40,0.001,1e-05,0.2,relu,1.0,777,0.6|0.1333333333|0.2666666667,450,99,201,a55be6d03d3d1c67b44898a475dc1d8c447c384ab71fea51d1cd78f8843e6bb1,7ef89a6896434879f1f550b816559a4eb79ec81220606328aeab80849e30016f,91fc0bf52e66a788bee317edce7b1152b4579d136c60cd16cbf34bce6185a424,6e71569b7785aa0483b56e359c68bac69e9c997617880855b75fd2bedcd84dae,True,True,True,True,True,True,True,True,0.0671217438222757,0.07973593269290179,0.006357818962406964,0.5351485580971238,0.7475010598800981,defined,0.3039233819836408,0.3161507263705505,0.11724113612703214,0.07443690988324987,0.6349043718119262,185,0.07960199004975124,0.07960199004975124,0.20906968414783478,0.521928071975708,0.31285838782787323,0.012227344386909731,0.07898957251884027,0.2084042727947235,201.0,0.06276272159483698,0.062597373142989,0.005861552468228648,0.005475224443333839,14,54,True,1.3877787807814457e-17,557d5b5b82ee329751451a1f97fae6f1111f6d50663c68af827e0c55371737ba,u750_top1000_mean_graph_mean_temporal_linear_vs_mlp,canonical_head_compatible,canonical_reusable,unique,
EvolveGCN-H,evolvegcn_h_750u_top1000_h32_seed777_none_linear_head,experiments/evolvegcn_h_750u_top1000_h32_seed777_none_linear_head,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.pt,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.metadata.json,750,LH_0..LH_749,temporal,5,five evenly selected snapshots; exact identities not persisted in sidecar,1000,log10_Mvir|X|Y|Z|VX|VY|VZ,none,per_universe_per_snapshot_per_feature,False,True,8,25.0,32,2,evolvegcn_h,True,mean,mean,dimension_preserving_temporal_mean_or_last,linear,"Linear(32,1,bias=True); identity output",32,,1,none,0.0,True,identity,33,PyTorch Linear default,False,False,MSE,4,300,40,0.001,1e-05,0.2,relu,1.0,777,0.6|0.1333333333|0.2666666667,450,99,201,a55be6d03d3d1c67b44898a475dc1d8c447c384ab71fea51d1cd78f8843e6bb1,7ef89a6896434879f1f550b816559a4eb79ec81220606328aeab80849e30016f,91fc0bf52e66a788bee317edce7b1152b4579d136c60cd16cbf34bce6185a424,6e71569b7785aa0483b56e359c68bac69e9c997617880855b75fd2bedcd84dae,True,True,True,True,True,True,True,True,0.06771104282407618,0.08468250058731779,0.007171125905721077,0.4756836838148185,0.7295852811252903,defined,0.3039233819836408,0.2762217589501125,0.11724113612703214,0.088169660570732,0.7520369000450416,201,0.0,0.0,0.03011726588010788,0.5381425023078918,0.508025236427784,-0.027701623033528303,0.08022321806662033,0.22694936394691467,201.0,0.055894723931948345,0.05998267158113345,0.005261665360020597,0.005671933924385185,15,55,True,1.3877787807814457e-17,2a3d3dedbc194a7a82ba708f1152cfd7073eae2b0631f136988cef9132ae6b67,u750_top1000_mean_graph_mean_temporal_linear_vs_mlp,canonical_head_compatible,canonical_reusable,unique,
EvolveGCN-H,evolvegcn_h_750u_top1000_h32_seed777_none_linear_head_meanmax,experiments/evolvegcn_h_750u_top1000_h32_seed777_none_linear_head_meanmax,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.pt,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.metadata.json,750,LH_0..LH_749,temporal,5,five evenly selected snapshots; exact identities not persisted in sidecar,1000,log10_Mvir|X|Y|Z|VX|VY|VZ,none,per_universe_per_snapshot_per_feature,False,True,8,25.0,32,2,evolvegcn_h,True,mean_max,mean,dimension_preserving_temporal_mean_or_last,linear,"Linear(64,1,bias=True); identity output",64,,1,none,0.0,True,identity,65,PyTorch Linear default,False,False,MSE,4,300,40,0.001,1e-05,0.2,relu,1.0,777,0.6|0.1333333333|0.2666666667,450,99,201,a55be6d03d3d1c67b44898a475dc1d8c447c384ab71fea51d1cd78f8843e6bb1,7ef89a6896434879f1f550b816559a4eb79ec81220606328aeab80849e30016f,91fc0bf52e66a788bee317edce7b1152b4579d136c60cd16cbf34bce6185a424,6e71569b7785aa0483b56e359c68bac69e9c997617880855b75fd2bedcd84dae,True,True,True,True,True,True,True,True,0.09255385106030982,0.12261611541480621,0.015034711759417079,-0.09926178793132467,0.6365783569180014,defined,0.3039233819836408,0.3462650984970491,0.11724113612703214,0.14627621754265122,1.2476526786993878,201,0.0,0.0,0.04938910901546478,0.8716991543769836,0.8223100453615189,0.04234171651340836,0.11536073966530311,0.5326991677284241,201.0,0.09932356749971707,0.10034761668154688,0.019004428377639677,0.021147516276891,39,79,True,8.326672684688674e-17,c30206564db3b8b7308e5f673bbdc413dbf654af064f7ae39bd395477a93266b,u750_linear_mean_vs_meanmax,graph_pooling_incompatible,graph_pooling_incompatible,unique,graph pooling changes from mean to mean_max
EvolveGCN-H,evolvegcn_h_750u_top1000_h32_seed777_none_linear_head_temporal_last,experiments/evolvegcn_h_750u_top1000_h32_seed777_none_linear_head_temporal_last,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.pt,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.metadata.json,750,LH_0..LH_749,temporal,5,five evenly selected snapshots; exact identities not persisted in sidecar,1000,log10_Mvir|X|Y|Z|VX|VY|VZ,none,per_universe_per_snapshot_per_feature,False,True,8,25.0,32,2,evolvegcn_h,True,mean,last,dimension_preserving_temporal_mean_or_last,linear,"Linear(32,1,bias=True); identity output",32,,1,none,0.0,True,identity,33,PyTorch Linear default,False,False,MSE,4,300,40,0.001,1e-05,0.2,relu,1.0,777,0.6|0.1333333333|0.2666666667,450,99,201,a55be6d03d3d1c67b44898a475dc1d8c447c384ab71fea51d1cd78f8843e6bb1,7ef89a6896434879f1f550b816559a4eb79ec81220606328aeab80849e30016f,91fc0bf52e66a788bee317edce7b1152b4579d136c60cd16cbf34bce6185a424,6e71569b7785aa0483b56e359c68bac69e9c997617880855b75fd2bedcd84dae,True,True,True,True,True,True,True,True,0.04242752892757529,0.05463388133236454,0.0029848609894388904,0.7817621195217199,0.888094672066994,defined,0.3039233819836408,0.29495030889908475,0.11724113612703214,0.10794390601396506,0.9206999316093847,201,0.0,0.0,0.06972531229257584,0.5670145153999329,0.497289203107357,-0.008973073084556048,0.054026536753732396,0.19628366827964783,201.0,0.024089612993929123,0.044326296584172684,0.001038966605032927,0.0031906534724937094,119,159,True,4.336808689942018e-19,b27c694faa5689b6b4a7b86749eadfce2a2d0155af01f6cf5c8dc6d783db500c,u750_linear_temporal_mean_vs_last,temporal_pooling_incompatible,temporal_pooling_incompatible,unique,temporal pooling changes from mean to last
EvolveGCN-H,evolvegcn_h_750u_top1000_h32_seed999_none,experiments/evolvegcn_h_750u_top1000_h32_seed999_none,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.pt,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.metadata.json,750,LH_0..LH_749,temporal,5,five evenly selected snapshots; exact identities not persisted in sidecar,1000,log10_Mvir|X|Y|Z|VX|VY|VZ,none,per_universe_per_snapshot_per_feature,False,True,8,25.0,32,2,evolvegcn_h,True,mean,mean,dimension_preserving_temporal_mean_or_last,mlp,"Linear(32,32)-ReLU-Dropout(0.2)-Linear(32,1)",32,32,2,relu,0.2,True,identity,1089,PyTorch Linear default,False,False,MSE,4,300,40,0.001,1e-05,0.2,relu,1.0,999,0.6|0.1333333333|0.2666666667,450,99,201,d79f6c83d2ed417a81310fbaffcb1501a449f97543e9e1525b45962356dec054,134d0df96b22bef8754362d85227cc149fbfa44b7e9422c39922b8092e6b7979,c4b53f9a80ce7002f8091cc140acb3b8109ab10cfc4bea160045388084cca305,27af8142ba8da15f65baf969086cca0e3b72e105c29a41ac778d6c702a8cb678,True,True,True,True,True,True,True,True,0.05742647932536567,0.07498271375767826,0.0056224073624659135,0.574071235177408,0.7630811594812715,defined,0.3078199008952326,0.3090484441068042,0.1151796354706024,0.09826223525021588,0.853121603039763,201,0.0,0.0,0.1241506040096283,0.5799152851104736,0.45576468110084534,0.0012285432115716128,0.07515984655561393,0.3029770702123642,201.0,0.032738129678699705,0.04569974150320496,0.001794575665316971,0.003497682530907098,45,85,True,1.3877787807814457e-17,3585db01e539e54d3a3caf4275dfaefdf4ab75d84b09b1ae1e6b1fca1cf4a21b,u750_top1000_mean_graph_mean_temporal_linear_vs_mlp,canonical_head_compatible,canonical_reusable,unique,
EvolveGCN-H,evolvegcn_h_750u_top1000_h32_seed999_none_linear_head,experiments/evolvegcn_h_750u_top1000_h32_seed999_none_linear_head,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.pt,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.metadata.json,750,LH_0..LH_749,temporal,5,five evenly selected snapshots; exact identities not persisted in sidecar,1000,log10_Mvir|X|Y|Z|VX|VY|VZ,none,per_universe_per_snapshot_per_feature,False,True,8,25.0,32,2,evolvegcn_h,True,mean,mean,dimension_preserving_temporal_mean_or_last,linear,"Linear(32,1,bias=True); identity output",32,,1,none,0.0,True,identity,33,PyTorch Linear default,False,False,MSE,4,300,40,0.001,1e-05,0.2,relu,1.0,999,0.6|0.1333333333|0.2666666667,450,99,201,d79f6c83d2ed417a81310fbaffcb1501a449f97543e9e1525b45962356dec054,134d0df96b22bef8754362d85227cc149fbfa44b7e9422c39922b8092e6b7979,c4b53f9a80ce7002f8091cc140acb3b8109ab10cfc4bea160045388084cca305,27af8142ba8da15f65baf969086cca0e3b72e105c29a41ac778d6c702a8cb678,True,True,True,True,True,True,True,True,0.046755118267749675,0.0640489534886356,0.0041022684429894065,0.6892302499179205,0.8531809827596344,defined,0.3078199008952326,0.31650091563142946,0.1151796354706024,0.11918570817769768,1.034781085134774,201,0.0,0.0,-0.02140924707055092,0.6434324979782104,0.6648417450487614,0.008681014736196887,0.06361637342909478,0.3518787920475006,201.0,0.02748167788816823,0.04228654052271987,0.001275567810907541,0.003237595528593055,110,150,True,1.3877787807814457e-17,46b3c4c83c969bcbb7a62da6c0e40705e2ad12057fd0e994ed4e88620ce940ba,u750_top1000_mean_graph_mean_temporal_linear_vs_mlp,canonical_head_compatible,canonical_reusable,unique,
EvolveGCN-H,evolvegcn_h_750u_top1000_h32_seed999_none_linear_head_meanmax,experiments/evolvegcn_h_750u_top1000_h32_seed999_none_linear_head_meanmax,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.pt,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.metadata.json,750,LH_0..LH_749,temporal,5,five evenly selected snapshots; exact identities not persisted in sidecar,1000,log10_Mvir|X|Y|Z|VX|VY|VZ,none,per_universe_per_snapshot_per_feature,False,True,8,25.0,32,2,evolvegcn_h,True,mean_max,mean,dimension_preserving_temporal_mean_or_last,linear,"Linear(64,1,bias=True); identity output",64,,1,none,0.0,True,identity,65,PyTorch Linear default,False,False,MSE,4,300,40,0.001,1e-05,0.2,relu,1.0,999,0.6|0.1333333333|0.2666666667,450,99,201,d79f6c83d2ed417a81310fbaffcb1501a449f97543e9e1525b45962356dec054,134d0df96b22bef8754362d85227cc149fbfa44b7e9422c39922b8092e6b7979,c4b53f9a80ce7002f8091cc140acb3b8109ab10cfc4bea160045388084cca305,27af8142ba8da15f65baf969086cca0e3b72e105c29a41ac778d6c702a8cb678,True,True,True,True,True,True,True,True,0.0736487074129617,0.09388745377597836,0.008814853976536472,0.3322255709570251,0.6827359329297797,defined,0.3078199008952326,0.26788456367319496,0.1151796354706024,0.09181284652493207,0.7971274275161749,201,0.0,0.0,0.054035693407058716,0.4995526075363159,0.4455169141292572,-0.039935337222037626,0.08518287933373762,0.2709813714027405,201.0,0.0721843631234434,0.07501507603158855,0.008787105826000082,0.008621729387652904,37,77,True,1.3877787807814457e-17,f3a719741728e0293b747bd91a92a06a813b79215fb526c46d6465a82c9f93b6,u750_linear_mean_vs_meanmax,graph_pooling_incompatible,graph_pooling_incompatible,unique,graph pooling changes from mean to mean_max
EvolveGCN-H,evolvegcn_h_750u_top1000_h32_seed999_none_linear_head_temporal_last,experiments/evolvegcn_h_750u_top1000_h32_seed999_none_linear_head_temporal_last,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.pt,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.metadata.json,750,LH_0..LH_749,temporal,5,five evenly selected snapshots; exact identities not persisted in sidecar,1000,log10_Mvir|X|Y|Z|VX|VY|VZ,none,per_universe_per_snapshot_per_feature,False,True,8,25.0,32,2,evolvegcn_h,True,mean,last,dimension_preserving_temporal_mean_or_last,linear,"Linear(32,1,bias=True); identity output",32,,1,none,0.0,True,identity,33,PyTorch Linear default,False,False,MSE,4,300,40,0.001,1e-05,0.2,relu,1.0,999,0.6|0.1333333333|0.2666666667,450,99,201,d79f6c83d2ed417a81310fbaffcb1501a449f97543e9e1525b45962356dec054,134d0df96b22bef8754362d85227cc149fbfa44b7e9422c39922b8092e6b7979,c4b53f9a80ce7002f8091cc140acb3b8109ab10cfc4bea160045388084cca305,27af8142ba8da15f65baf969086cca0e3b72e105c29a41ac778d6c702a8cb678,True,True,True,True,True,True,True,True,0.05924060303180372,0.07704632305102217,0.00593613589568247,0.5503045462792338,0.7471609442993591,defined,0.3078199008952326,0.3123793156437613,0.1151796354706024,0.09525054907996615,0.8269738716465828,201,0.0,0.0,0.08786675333976746,0.521234929561615,0.43336817622184753,0.004559414748528704,0.07710333566712622,0.3492104858160019,201.0,0.0372917669514815,0.050409861736827426,0.002305080867551725,0.0040322864633490114,114,154,True,1.3877787807814457e-17,c1cc584ab1bca20c459eccfb1def1e29aa2772ea44dc629af3ab1ecceb19377c,u750_linear_temporal_mean_vs_last,temporal_pooling_incompatible,temporal_pooling_incompatible,unique,temporal pooling changes from mean to last
Static GCN,static_gcn_500u_top500_final_snapshot_h32_seed123_minmax,experiments/static_gcn_500u_top500_final_snapshot_h32_seed123_minmax,data/processed/temporal_500u_minmax_top500_periodic_knn/camels_500u_temporal_logmass_minmax_top500_periodic_knn.pt,data/processed/temporal_500u_minmax_top500_periodic_knn/camels_500u_temporal_logmass_minmax_top500_periodic_knn.metadata.json,500,LH_0..LH_499,static_final_snapshot,5,five evenly selected snapshots; exact identities not persisted in sidecar,500,log10_Mvir|X|Y|Z|VX|VY|VZ,minmax,per_universe_per_snapshot_per_feature,False,True,8,25.0,32,3,gcn,True,mean,not_applicable,not_applicable,static_mlp_readout,"Linear(32,32)-ReLU-Dropout(0.2)-Linear(32,16)-ReLU-Dropout(0.2)-Linear(16,1)",32,32|16,3,relu|relu,0.2,True,identity,1601,explicit Xavier-uniform weights and zero biases,False,False,MSE,8,300,40,0.001,1e-05,0.2,relu,1.0,123,0.7|0.15|0.15,350,75,75,d81289823cc3dffb04e598c2c4bafdc25a417f4ebb2ccd12a59e0bedd928db69,aa4504dafc03283b3300d9169ed883e83312e6bb3ba2276f0d08d50bfb569f59,73bcf976d95e8724ed12a8e8593838b272bb85e4d88f804080b7dbde03478803,853549f16ef8eb3d7f18ae850c94b13c0c8bf0e770bb99cfbffff48b03530266,True,True,True,True,True,True,True,True,0.09797952552636464,0.11387916187561663,0.012968463509492895,-0.001731828615830766,0.045320055979133085,defined,0.29364533245563507,0.3006382524967194,0.11454688870034196,0.00485832968128505,0.04241345824760534,45,0.4,0.4,0.2827244997024536,0.30578964948654175,0.023065149784088135,0.006992920041084289,0.11442967824078283,0.19834548979997635,75.0,0.09591047261442456,0.10408620566129684,0.012617396109543745,0.014439705102077482,13,53,True,1.734723475976807e-18,985086a2f010f20e2d20d9cb6c07f1f33a824f0cf78682f6b8cceef744dcbd4c,u500_static_anchor,compatible_anchor_only,compatible_anchor_only,unique,Static readout has no configurable linear alternative
Static GCN,static_gcn_500u_top500_final_snapshot_h32_seed2025_minmax,experiments/static_gcn_500u_top500_final_snapshot_h32_seed2025_minmax,data/processed/temporal_500u_minmax_top500_periodic_knn/camels_500u_temporal_logmass_minmax_top500_periodic_knn.pt,data/processed/temporal_500u_minmax_top500_periodic_knn/camels_500u_temporal_logmass_minmax_top500_periodic_knn.metadata.json,500,LH_0..LH_499,static_final_snapshot,5,five evenly selected snapshots; exact identities not persisted in sidecar,500,log10_Mvir|X|Y|Z|VX|VY|VZ,minmax,per_universe_per_snapshot_per_feature,False,True,8,25.0,32,3,gcn,True,mean,not_applicable,not_applicable,static_mlp_readout,"Linear(32,32)-ReLU-Dropout(0.2)-Linear(32,16)-ReLU-Dropout(0.2)-Linear(16,1)",32,32|16,3,relu|relu,0.2,True,identity,1601,explicit Xavier-uniform weights and zero biases,False,False,MSE,8,300,40,0.001,1e-05,0.2,relu,1.0,2025,0.7|0.15|0.15,350,75,75,bfcce67d2d5770d9798a93a32e511bb9238b55f299556a3acf22839f1565ba0d,5c5e198658b93be53d5c6b106d3d1e25af2a81295b7e8bc06c4b624ccb700737,4f6630b8160ed530ac170187606eeaa72a7ba7ab3b4411fd0eaebd964847c936,3ce48b66c11e30bec459c52ba7f4a900809dd2b45be0995b8b56aeaefc747951,True,True,True,True,True,True,True,True,0.10383256067832311,0.11984426108389573,0.014362646914744965,-0.011819562856998811,0.10961641668339324,defined,0.29471200038989387,0.31252485036849975,0.11994453853216079,0.017765899730111973,0.14811762125666433,75,0.0,0.0,0.2566410005092621,0.35222530364990234,0.09558430314064026,0.017812849978605907,0.11931115332533784,0.2119673490524292,75.0,0.09694910860487393,0.09526060968637466,0.012783516247267838,0.013111675817008768,5,45,True,1.3877787807814457e-17,b9640a876148a4123feca38d6347822ad1544ff9089d35a5fd5702b46c4101f2,u500_static_anchor,compatible_anchor_only,compatible_anchor_only,unique,Static readout has no configurable linear alternative
Static GCN,static_gcn_500u_top500_final_snapshot_h32_seed777_minmax,experiments/static_gcn_500u_top500_final_snapshot_h32_seed777_minmax,data/processed/temporal_500u_minmax_top500_periodic_knn/camels_500u_temporal_logmass_minmax_top500_periodic_knn.pt,data/processed/temporal_500u_minmax_top500_periodic_knn/camels_500u_temporal_logmass_minmax_top500_periodic_knn.metadata.json,500,LH_0..LH_499,static_final_snapshot,5,five evenly selected snapshots; exact identities not persisted in sidecar,500,log10_Mvir|X|Y|Z|VX|VY|VZ,minmax,per_universe_per_snapshot_per_feature,False,True,8,25.0,32,3,gcn,True,mean,not_applicable,not_applicable,static_mlp_readout,"Linear(32,32)-ReLU-Dropout(0.2)-Linear(32,16)-ReLU-Dropout(0.2)-Linear(16,1)",32,32|16,3,relu|relu,0.2,True,identity,1601,explicit Xavier-uniform weights and zero biases,False,False,MSE,8,300,40,0.001,1e-05,0.2,relu,1.0,777,0.7|0.15|0.15,350,75,75,9e028b710634e9b1b293df00ea4b5e5c05bc57d8af2762a64dba7003e20de8fd,3eb53701de1f43c2177dae5afe6ade237b9c46e03fedd31dd0db121fdd413fb0,9b862661f99b6481815d497930a32680fe1b0973b7cbe1eff166f7d22bc870cf,bbfd7e59dfb0844e098e7db7ebe00b0b72161f6eb06472771745fd737839990a,True,True,True,True,True,True,True,True,0.09758672704299291,0.11453816065514755,0.01311899024626439,-0.03988834397349761,-0.06601276435887043,defined,0.30334133197863894,0.3063477218151093,0.1130763083066769,0.016127475183307823,0.14262470560648408,75,0.0,0.0,0.286984384059906,0.3454960584640503,0.05851167440414429,0.003006389836470286,0.11526974181511762,0.22005601972341537,75.0,0.09761159737195288,0.1019034015138944,0.013121700305102004,0.014217128888190341,10,50,True,1.3877787807814457e-17,3fdc252d220f2484acb5ff7b746771c73fbbf80d89aa0a204efefdd2d6d3254d,u500_static_anchor,compatible_anchor_only,compatible_anchor_only,unique,Static readout has no configurable linear alternative
Static GCN,static_gcn_500u_top500_final_snapshot_h32_seed999_minmax,experiments/static_gcn_500u_top500_final_snapshot_h32_seed999_minmax,data/processed/temporal_500u_minmax_top500_periodic_knn/camels_500u_temporal_logmass_minmax_top500_periodic_knn.pt,data/processed/temporal_500u_minmax_top500_periodic_knn/camels_500u_temporal_logmass_minmax_top500_periodic_knn.metadata.json,500,LH_0..LH_499,static_final_snapshot,5,five evenly selected snapshots; exact identities not persisted in sidecar,500,log10_Mvir|X|Y|Z|VX|VY|VZ,minmax,per_universe_per_snapshot_per_feature,False,True,8,25.0,32,3,gcn,True,mean,not_applicable,not_applicable,static_mlp_readout,"Linear(32,32)-ReLU-Dropout(0.2)-Linear(32,16)-ReLU-Dropout(0.2)-Linear(16,1)",32,32|16,3,relu|relu,0.2,True,identity,1601,explicit Xavier-uniform weights and zero biases,False,False,MSE,8,300,40,0.001,1e-05,0.2,relu,1.0,999,0.7|0.15|0.15,350,75,75,40075e712fbb50b5e1ed9f35f19d3d42658f893cfb60b63a3608294fdccff6d9,a2afa2846e592896c4d5cea120bee45b9c5b090ecf30eeca4cdd3d0f331e178f,1f04d71ea7453c8b9f045cafdaa0aa4752321e9f9bed06764164f0904fddbc34,d033c42cc03a8890de838709a8647c8682054f8213181a1567cf059fe84861c4,True,True,True,True,True,True,True,True,0.0942248339454333,0.11131843665360784,0.012391794339003302,-0.06508672502227775,0.10014338148534334,defined,0.314573332965374,0.28799598495165507,0.10858988781411083,0.02390692352713276,0.2201579171723405,19,0.7466666666666667,0.7466666666666667,0.16670045256614685,0.2976231873035431,0.13092273473739624,-0.026577348013718922,0.10882715767768489,0.2215660810470581,75.0,0.09692143848964146,0.10402486860752105,0.013030879306255154,0.013835395920620972,24,64,True,0.0,123e59bad15ba6614455b2de647027d8429b7a7ccdd5b71261ed439cf8ca415b,u500_static_anchor,compatible_anchor_only,compatible_anchor_only,unique,Static readout has no configurable linear alternative
