experiment_family,family_name,scientific_question,changed_variable,fixed_variables,comparison_quality,model,universes,top_n,normalization,graph_pooling,temporal_pooling,head_type,seeds,independent_seed_count,missing_seeds,mean_test_mae,std_test_mae,mean_test_rmse,std_test_rmse,mean_test_r2,std_test_r2,best_experiment,best_seed,best_test_mae,notebook_or_report,evidence_status,scientific_conclusion,remaining_uncertainty
knn_ablation,static-gcn_u500_top100_norm-minmax_h64_l3_gpool-mean_tpool-na_head-na,Does changing k in kNN graph construction matter?,k,model=StaticGCNRegressor;universes=500;top_n=100;normalization=minmax;hidden_dim=64;num_layers=3;graph_pooling=mean;temporal_pooling=;head_type=,controlled,StaticGCNRegressor,500,100,minmax,mean,,,"42,123,2025",3,,0.0973181975881,0.0105797454764,0.113639528786,0.0116079043602,-0.0385018729063,0.0519455420294,static_gcn_500u_k4_seed42,42,0.0864314244191,notebooks/visualization/04_knn_ablation_500u_h64_results.ipynb,complete,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
knn_ablation,static-gcn_u500_top100_norm-minmax_h64_l3_gpool-mean_tpool-na_head-na,Does changing k in kNN graph construction matter?,k,model=StaticGCNRegressor;universes=500;top_n=100;normalization=minmax;hidden_dim=64;num_layers=3;graph_pooling=mean;temporal_pooling=;head_type=,controlled,StaticGCNRegressor,500,100,minmax,mean,,,"42,123,2025",3,,0.0967647448844,0.00928928754139,0.112337239293,0.009614091739,-0.0161599794055,0.0135437525784,static_gcn_500u_k6_seed42,42,0.0868959043423,notebooks/visualization/04_knn_ablation_500u_h64_results.ipynb,complete,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
knn_ablation,static-gcn_u500_top100_norm-minmax_h64_l3_gpool-mean_tpool-na_head-na,Does changing k in kNN graph construction matter?,k,model=StaticGCNRegressor;universes=500;top_n=100;normalization=minmax;hidden_dim=64;num_layers=3;graph_pooling=mean;temporal_pooling=;head_type=,controlled,StaticGCNRegressor,500,100,minmax,mean,,,"42,123,2025",3,,0.0962947123249,0.00914363317711,0.112392585664,0.00973515203118,-0.0170013146943,0.0110894233088,static_gcn_500u_k8_h64_seed42,42,0.0865128229062,notebooks/visualization/04_knn_ablation_500u_h64_results.ipynb,complete,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
normalization_ablation,evolvegcn-h_u500_top500_norm-minmax_h32_l2_gpool-mean_tpool-mean_head-mlp,Which feature normalization works best?,normalization,model=EvolveGCNHRegressor;universes=500;top_n=500;normalization=minmax;hidden_dim=32;num_layers=2;graph_pooling=mean;temporal_pooling=mean;head_type=mlp,controlled,EvolveGCNHRegressor,500,500,minmax,mean,mean,mlp,"123,777,999,2025",4,42,0.0859273437907,0.00452378256284,0.101415078036,0.00591652865908,0.194356970279,0.104915775851,evolvegcn_h_500u_top500_h32_seed777_minmax,777,0.0792385493716,outputs/evolvegcn_h_normalization_top500_5seeds.csv;outputs/normalization_ablation_top500_3norms_5seeds.csv;outputs/normalization_ablation_top500_5seeds.csv;outputs/static_gcn_normalization_top500_5seeds.csv,partial_seed_coverage,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
normalization_ablation,evolvegcn-h_u500_top500_norm-none_h32_l2_gpool-mean_tpool-mean_head-mlp,Which feature normalization works best?,normalization,model=EvolveGCNHRegressor;universes=500;top_n=500;normalization=none;hidden_dim=32;num_layers=2;graph_pooling=mean;temporal_pooling=mean;head_type=mlp,controlled,EvolveGCNHRegressor,500,500,none,mean,mean,mlp,"42,123,777,999,2025",5,,0.0657977310618,0.00492153425243,0.0800312403519,0.00663265622414,0.4723383499,0.104477070035,evolvegcn_h_500u_top500_h32_seed777_none,777,0.0619483565291,outputs/evolvegcn_500top500_vs_750top1000_5seed_table.csv;outputs/evolvegcn_500top500_vs_750top1000_seed_table.csv;outputs/evolvegcn_500u_vs_750u_results/seed_level_results_clean.csv;outputs/evolvegcn_h_normalization_top500_5seeds.csv;outputs/normalization_ablation_top500_3norms_5seeds.csv;outputs/normalization_ablation_top500_5seeds.csv;outputs/static_gcn_normalization_top500_5seeds.csv,complete,Raw-scale graph features outperform per-graph normalized variants in 500U Top500 studies.,Configs do not save git commit or exact command line.
normalization_ablation,evolvegcn-h_u500_top500_norm-zscore_h32_l2_gpool-mean_tpool-mean_head-mlp,Which feature normalization works best?,normalization,model=EvolveGCNHRegressor;universes=500;top_n=500;normalization=zscore;hidden_dim=32;num_layers=2;graph_pooling=mean;temporal_pooling=mean;head_type=mlp,controlled,EvolveGCNHRegressor,500,500,zscore,mean,mean,mlp,"42,123,777,999,2025",5,,0.0945483318766,0.00650698019324,0.110390492724,0.00619399101821,0.00773345405963,0.0438635781733,evolvegcn_h_500u_top500_h32_seed42_zscore,42,0.0879328618447,outputs/evolvegcn_h_normalization_top500_5seeds.csv;outputs/normalization_ablation_top500_3norms_5seeds.csv;outputs/static_gcn_normalization_top500_5seeds.csv,complete,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
normalization_ablation,static-gcn_u500_top500_norm-minmax_h32_l3_gpool-mean_tpool-na_head-na,Which feature normalization works best?,normalization,model=StaticGCNRegressor;universes=500;top_n=500;normalization=minmax;hidden_dim=32;num_layers=3;graph_pooling=mean;temporal_pooling=;head_type=,controlled,StaticGCNRegressor,500,500,minmax,mean,,,"123,777,999,2025",4,42,0.0984059117983,0.00399093969699,0.114895005067,0.00357986275622,-0.0296316151172,0.0286236067944,static_gcn_500u_top500_final_snapshot_h32_seed999_minmax,999,0.0942248339454,outputs/static_gcn_normalization_top500_5seeds.csv,partial_seed_coverage,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
normalization_ablation,static-gcn_u500_top500_norm-none_h32_l3_gpool-mean_tpool-na_head-na,Which feature normalization works best?,normalization,model=StaticGCNRegressor;universes=500;top_n=500;normalization=none;hidden_dim=32;num_layers=3;graph_pooling=mean;temporal_pooling=;head_type=,controlled,StaticGCNRegressor,500,500,none,mean,,,"42,123,777,999,2025",5,,0.0453041977286,0.00372543635681,0.0566072850603,0.00507439612177,0.734660305088,0.0634495991564,static_gcn_500u_top500_final_snapshot_h32_seed123_none,123,0.0422674278418,outputs/static_gcn_none_top500_5seeds.csv;outputs/static_gcn_normalization_top500_5seeds.csv,complete,Raw-scale graph features outperform per-graph normalized variants in 500U Top500 studies.,Configs do not save git commit or exact command line.
normalization_ablation,static-gcn_u500_top500_norm-zscore_h32_l3_gpool-mean_tpool-na_head-na,Which feature normalization works best?,normalization,model=StaticGCNRegressor;universes=500;top_n=500;normalization=zscore;hidden_dim=32;num_layers=3;graph_pooling=mean;temporal_pooling=;head_type=,controlled,StaticGCNRegressor,500,500,zscore,mean,,,"42,123,777,999,2025",5,,0.0993354872266,0.00560816676373,0.11635816719,0.00556370114299,-0.103768570925,0.0645220882565,static_gcn_500u_top500_final_snapshot_h32_seed42_zscore,42,0.0927619590362,outputs/static_gcn_normalization_top500_5seeds.csv;outputs/static_gcn_zscore_top500_5seeds.csv,complete,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
static_gcn,static-gcn_u100_top100_norm-minmax_h32_l2_gpool-mean_tpool-na_head-na,How does a static graph model perform?,,model=StaticGCNRegressor;universes=100;top_n=100;normalization=minmax;hidden_dim=32;num_layers=2;graph_pooling=mean;temporal_pooling=;head_type=,unknown,StaticGCNRegressor,100,100,minmax,mean,,,123,1,"42,2025",0.108495170871,0,0.123346913745,0,-0.0481844968299,0,static_gcn_100u_seed123_final32,123,0.108495170871,notebooks/visualization/02_graph_models_20u_to_200u_scaling_results.ipynb;notebooks/visualization/03_graph_models_20u_to_500u_clean_results.ipynb,partial_seed_coverage,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
static_gcn,static-gcn_u100_top100_norm-minmax_h32_l2_gpool-mean_tpool-na_head-na,How does a static graph model perform?,,model=StaticGCNRegressor;universes=100;top_n=100;normalization=minmax;hidden_dim=32;num_layers=2;graph_pooling=mean;temporal_pooling=;head_type=,unknown,StaticGCNRegressor,100,100,minmax,mean,,,"42,2025",2,123,0.0817893713713,0.00957972438054,0.105683634148,0.00381842631567,-0.135330801118,0.110294948034,static_gcn_100u_seed42,42,0.0750154832999,notebooks/visualization/02_graph_models_20u_to_200u_scaling_results.ipynb;notebooks/visualization/03_graph_models_20u_to_500u_clean_results.ipynb,partial_seed_coverage,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
static_gcn,static-gcn_u100_top100_norm-minmax_h32_l2_gpool-mean_tpool-na_head-na,How does a static graph model perform?,,model=StaticGCNRegressor;universes=100;top_n=100;normalization=minmax;hidden_dim=32;num_layers=2;graph_pooling=mean;temporal_pooling=;head_type=,unknown,StaticGCNRegressor,100,100,minmax,mean,,,"42,2025",2,123,0.0879371111592,0.0103741566501,0.112799374633,0.00511939421477,-0.291822105381,0.101660985562,static_gcn_u100_top100_norm-minmax_h32_l2_gpool-mean_conv-gcn_batch8_canonical300_seed42,42,0.0806014746428,,partial_seed_coverage,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
static_gcn,static-gcn_u200_top100_norm-minmax_h32_l2_gpool-mean_tpool-na_head-na,How does a static graph model perform?,,model=StaticGCNRegressor;universes=200;top_n=100;normalization=minmax;hidden_dim=32;num_layers=2;graph_pooling=mean;temporal_pooling=;head_type=,unknown,StaticGCNRegressor,200,100,minmax,mean,,,"42,123,2025",3,,0.101222099529,0.013152478694,0.118934922536,0.0128199714385,-0.0785738898045,0.161969288711,static_gcn_200u_seed123_final32,123,0.088001297911,notebooks/visualization/02_graph_models_20u_to_200u_scaling_results.ipynb;notebooks/visualization/03_graph_models_20u_to_500u_clean_results.ipynb,complete,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
static_gcn,static-gcn_u20_top100_norm-minmax_h32_l2_gpool-mean_tpool-na_head-na,How does a static graph model perform?,,model=StaticGCNRegressor;universes=20;top_n=100;normalization=minmax;hidden_dim=32;num_layers=2;graph_pooling=mean;temporal_pooling=;head_type=,unknown,StaticGCNRegressor,20,100,minmax,mean,,,123,1,"42,2025",0.12173790733,0,0.132410253115,0,0.0807028934461,0,static_gcn_20u_seed123_final32,123,0.12173790733,notebooks/visualization/02_graph_models_20u_to_200u_scaling_results.ipynb;notebooks/visualization/03_graph_models_20u_to_500u_clean_results.ipynb,partial_seed_coverage,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
static_gcn,static-gcn_u20_top100_norm-minmax_h32_l2_gpool-mean_tpool-na_head-na,How does a static graph model perform?,,model=StaticGCNRegressor;universes=20;top_n=100;normalization=minmax;hidden_dim=32;num_layers=2;graph_pooling=mean;temporal_pooling=;head_type=,unknown,StaticGCNRegressor,20,100,minmax,mean,,,"42,2025",2,123,0.157514891277,0.0763731398799,0.171648061594,0.0569976243209,-1.97567916092,2.0198588081,static_gcn_20u_seed42,42,0.103510926167,notebooks/visualization/02_graph_models_20u_to_200u_scaling_results.ipynb;notebooks/visualization/03_graph_models_20u_to_500u_clean_results.ipynb,partial_seed_coverage,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
static_gcn,static-gcn_u20_top100_norm-minmax_h32_l2_gpool-mean_tpool-na_head-na,How does a static graph model perform?,,model=StaticGCNRegressor;universes=20;top_n=100;normalization=minmax;hidden_dim=32;num_layers=2;graph_pooling=mean;temporal_pooling=;head_type=,unknown,StaticGCNRegressor,20,100,minmax,mean,,,"42,2025",2,123,0.324305633083,0.210921164706,0.352965351292,0.19636902565,-12.912348968,13.859637367,static_gcn_u20_top100_norm-minmax_h32_l2_gpool-mean_conv-gcn_batch8_canonical300_seed42,42,0.175161847224,,partial_seed_coverage,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
static_gcn,static-gcn_u500_top100_norm-minmax_h32_l2_gpool-mean_tpool-na_head-na,How does a static graph model perform?,,model=StaticGCNRegressor;universes=500;top_n=100;normalization=minmax;hidden_dim=32;num_layers=2;graph_pooling=mean;temporal_pooling=;head_type=,unknown,StaticGCNRegressor,500,100,minmax,mean,,,"42,123,2025",3,,0.09900861154,0.0121665638422,0.115038892558,0.0121897080731,-0.0636478278647,0.0546822117171,static_gcn_500u_seed42_final32,42,0.0866715441147,notebooks/visualization/03_graph_models_20u_to_500u_clean_results.ipynb,complete,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
static_gcn,static-gcn_u500_top100_norm-minmax_h32_l2_gpool-mean_tpool-na_head-na,How does a static graph model perform?,,model=StaticGCNRegressor;universes=500;top_n=100;normalization=minmax;hidden_dim=32;num_layers=2;graph_pooling=mean;temporal_pooling=;head_type=,unknown,StaticGCNRegressor,500,100,minmax,mean,,,"42,123,2025",3,,0.0968826544616,0.00952883606996,0.112823811087,0.0100787794753,-0.0245976222587,0.0202510169565,static_gcn_u500_top100_norm-minmax_h32_l2_gpool-mean_conv-gcn_batch8_canonical300_seed42,42,0.0871174607674,,complete,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
static_gcn,static-gcn_u500_top500_norm-minmax_h32_l3_gpool-mean_tpool-na_head-na,How does a static graph model perform?,,model=StaticGCNRegressor;universes=500;top_n=500;normalization=minmax;hidden_dim=32;num_layers=3;graph_pooling=mean;temporal_pooling=;head_type=,unknown,StaticGCNRegressor,500,500,minmax,mean,,,42,1,"123,2025",0.0863053236405,0,0.101536660359,0,-0.0038315795313,0,static_gcn_top500_final_snapshot_same_split_h32_seed42,42,0.0863053236405,outputs/canonical_experiment_summary.csv;outputs/static_gcn_normalization_top500_5seeds.csv,partial_seed_coverage,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
static_gcn,static-gcn_u50_top100_norm-minmax_h32_l2_gpool-mean_tpool-na_head-na,How does a static graph model perform?,,model=StaticGCNRegressor;universes=50;top_n=100;normalization=minmax;hidden_dim=32;num_layers=2;graph_pooling=mean;temporal_pooling=;head_type=,unknown,StaticGCNRegressor,50,100,minmax,mean,,,123,1,"42,2025",0.100156472996,0,0.12603853986,0,-0.0230118419508,0,static_gcn_50u_seed123_final32,123,0.100156472996,notebooks/visualization/02_graph_models_20u_to_200u_scaling_results.ipynb;notebooks/visualization/03_graph_models_20u_to_500u_clean_results.ipynb,partial_seed_coverage,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
static_gcn,static-gcn_u50_top100_norm-minmax_h32_l2_gpool-mean_tpool-na_head-na,How does a static graph model perform?,,model=StaticGCNRegressor;universes=50;top_n=100;normalization=minmax;hidden_dim=32;num_layers=2;graph_pooling=mean;temporal_pooling=;head_type=,unknown,StaticGCNRegressor,50,100,minmax,mean,,,"42,2025",2,123,0.102567818947,0.00438152841928,0.11183039878,0.00262222755111,0.160669135725,0.301132992234,static_gcn_50u_seed42,42,0.0994696104899,notebooks/visualization/02_graph_models_20u_to_200u_scaling_results.ipynb;notebooks/visualization/03_graph_models_20u_to_500u_clean_results.ipynb,partial_seed_coverage,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
static_gcn,static-gcn_u50_top100_norm-minmax_h32_l2_gpool-mean_tpool-na_head-na,How does a static graph model perform?,,model=StaticGCNRegressor;universes=50;top_n=100;normalization=minmax;hidden_dim=32;num_layers=2;graph_pooling=mean;temporal_pooling=;head_type=,unknown,StaticGCNRegressor,50,100,minmax,mean,,,"42,2025",2,123,0.114416575059,0.0486213828418,0.129119974922,0.0484557480738,-0.0383035147703,0.361307343064,static_gcn_u50_top100_norm-minmax_h32_l2_gpool-mean_conv-gcn_batch8_canonical300_seed42,42,0.0800360655412,,partial_seed_coverage,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
static_gcn,u1000-top1000-sparse-static-train100-seed123,How does a static graph model perform?,,model=StaticGCNRegressor;universes=1000;top_n=1000;normalization=none;hidden_dim=32;num_layers=3;graph_pooling=mean;temporal_pooling=;head_type=,unknown,StaticGCNRegressor,1000,1000,none,mean,,,"42,123,2025",3,,0.0509114137682,0.0107908092899,0.0640555990077,0.0126540655808,0.696947758642,0.124171106669,static_gcn_u1000_top1000_sparse_train700_seed123_none_h32_l3_mean_mlp_final,123,0.0376212808178,,complete,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
summary_baseline,summaryfeaturebaseline-gradientboosting_u500_top500_norm-none_hna_lna_gpool-na_tpool-na_head-na,How strong are handcrafted summary-feature baselines?,model_family,model=SummaryFeatureBaseline:GradientBoosting;universes=500;top_n=500;normalization=none;hidden_dim=;num_layers=;graph_pooling=;temporal_pooling=;head_type=,not_applicable,SummaryFeatureBaseline:GradientBoosting,500,500,none,,,,42,1,"123,2025",0.0127685436028,0,0.0167030094752,0,,,summary_features_500u_none_top500_matched_seed42,42,0.0127685436028,outputs/canonical_experiment_summary.csv,partial_seed_coverage,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
summary_baseline,summaryfeaturebaseline-gradientboosting_u500_top500_norm-unknown_hna_lna_gpool-na_tpool-na_head-na,How strong are handcrafted summary-feature baselines?,model_family,model=SummaryFeatureBaseline:GradientBoosting;universes=500;top_n=500;normalization=;hidden_dim=;num_layers=;graph_pooling=;temporal_pooling=;head_type=,not_applicable,SummaryFeatureBaseline:GradientBoosting,500,500,,,,,42,1,"123,2025",0.0751983383445,0,0.0892486728172,0,,,summary_features_temporal_500u_top500_seed42,42,0.0751983383445,,partial_seed_coverage,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
summary_baseline,summaryfeaturebaseline-randomforest_u500_top500_norm-unknown_hna_lna_gpool-na_tpool-na_head-na,How strong are handcrafted summary-feature baselines?,model_family,model=SummaryFeatureBaseline:RandomForest;universes=500;top_n=500;normalization=;hidden_dim=;num_layers=;graph_pooling=;temporal_pooling=;head_type=,not_applicable,SummaryFeatureBaseline:RandomForest,500,500,,,,,42,1,"123,2025",0.0731263616758,0,0.0896064782078,0,,,summary_features_temporal_500u_top500_matched_seed42,42,0.0731263616758,outputs/canonical_experiment_summary.csv,partial_seed_coverage,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
summary_mlp_baseline,summaryfeaturemlp_u500_top500_norm-unknown_hna_lna_gpool-na_tpool-na_head-na,Can an MLP on summary features match tree baselines?,model_family,model=SummaryFeatureMLP;universes=500;top_n=500;normalization=;hidden_dim=;num_layers=;graph_pooling=;temporal_pooling=;head_type=,not_applicable,SummaryFeatureMLP,500,500,,,,,42,1,"123,2025",0.0873059555888,0,0.103648737073,0,,,summary_mlp_temporal_500u_top500_matched_seed42,42,0.0873059555888,,partial_seed_coverage,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
target_validation,unknown-model_u100_topunknown_norm-unknown_hna_lna_gpool-na_tpool-na_head-na,What evidence does this experiment family provide?,model_family,model=;universes=100;top_n=;normalization=;hidden_dim=;num_layers=;graph_pooling=;temporal_pooling=;head_type=,not_applicable,,100,,,,,,"42,123,2025",3,,0.0888341587302,0.0151556542528,0.10998159161,0.0104165557219,,,mean_baseline_100u_seed42,42,0.0715485714286,notebooks/visualization/02_graph_models_20u_to_200u_scaling_results.ipynb,complete,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
target_validation,unknown-model_u200_topunknown_norm-unknown_hna_lna_gpool-na_tpool-na_head-na,What evidence does this experiment family provide?,model_family,model=;universes=200;top_n=;normalization=;hidden_dim=;num_layers=;graph_pooling=;temporal_pooling=;head_type=,not_applicable,,200,,,,,,"42,123,2025",3,,0.100764888889,0.012250314197,0.117137861795,0.0124771578386,,,mean_baseline_200u_seed123,123,0.0891173333333,notebooks/visualization/02_graph_models_20u_to_200u_scaling_results.ipynb,complete,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
target_validation,unknown-model_u20_topunknown_norm-unknown_hna_lna_gpool-na_tpool-na_head-na,What evidence does this experiment family provide?,model_family,model=;universes=20;top_n=;normalization=;hidden_dim=;num_layers=;graph_pooling=;temporal_pooling=;head_type=,not_applicable,,20,,,,,,"42,123,2025",3,,0.103030654762,0.0331630570737,0.112649867758,0.0274432705243,,,debug_mean_baseline_20u_seed42,42,0.078075,notebooks/visualization/02_graph_models_20u_to_200u_scaling_results.ipynb,complete,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
target_validation,unknown-model_u50_topunknown_norm-unknown_hna_lna_gpool-na_tpool-na_head-na,What evidence does this experiment family provide?,model_family,model=;universes=50;top_n=;normalization=;hidden_dim=;num_layers=;graph_pooling=;temporal_pooling=;head_type=,not_applicable,,50,,,,,,"42,123,2025",3,,0.103179571429,0.0273583653672,0.119849605265,0.0234446023378,,,debug_mean_baseline_50u_seed42,42,0.071044,notebooks/visualization/02_graph_models_20u_to_200u_scaling_results.ipynb,complete,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
temporal_pooling_ablation,evolvegcn-h_u750_top1000_norm-none_h32_l2_gpool-mean_tpool-last_head-linear,Does last-snapshot temporal pooling improve over mean temporal pooling?,temporal_pooling,model=EvolveGCNHRegressor;universes=750;top_n=1000;normalization=none;hidden_dim=32;num_layers=2;graph_pooling=mean;temporal_pooling=last;head_type=linear,controlled,EvolveGCNHRegressor,750,1000,none,mean,last,linear,"42,123,777,999,2025",5,,0.0553512240079,0.00736175912991,0.0701934429469,0.00904234243138,0.637367557655,0.0904193565072,evolvegcn_h_750u_top1000_h32_seed777_none_linear_head_temporal_last,777,0.0424275289276,,complete,Temporal-last is slightly better in mean MAE but the gain is modest and seed-dependent.,Configs do not save git commit or exact command line.
top_n_scaling,evolvegcn-h_u500_top200_norm-minmax_h32_l2_gpool-mean_tpool-mean_head-mlp,How does performance change with the number of selected halos?,top_n,model=EvolveGCNHRegressor;universes=500;top_n=200;normalization=minmax;hidden_dim=32;num_layers=2;graph_pooling=mean;temporal_pooling=mean;head_type=mlp,partly_controlled,EvolveGCNHRegressor,500,200,minmax,mean,mean,mlp,"42,123,2025",3,,0.0921737516257,0.00832915079739,0.109695681682,0.00858747669065,0.0257092030603,0.114331828784,evolvegcn_h_500u_top200_h32_seed42,42,0.0829097318649,,complete,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
top_n_scaling,static-gcn_u500_top200_norm-minmax_h32_l3_gpool-mean_tpool-na_head-na,How does performance change with the number of selected halos?,top_n,model=StaticGCNRegressor;universes=500;top_n=200;normalization=minmax;hidden_dim=32;num_layers=3;graph_pooling=mean;temporal_pooling=;head_type=,partly_controlled,StaticGCNRegressor,500,200,minmax,mean,,,"42,123,2025",3,,0.0969846097297,0.0098355431407,0.112920213128,0.0100530042057,-0.0262944530138,0.0150360094646,static_gcn_500u_top200_h32_seed42,42,0.086566661795,,complete,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
universe_scaling,evolvegcn-h_u100_top100_norm-minmax_h32_l2_gpool-mean_tpool-mean_head-mlp,How does performance change with the number of CAMELS universes?,universes,model=EvolveGCNHRegressor;universes=100;top_n=100;normalization=minmax;hidden_dim=32;num_layers=2;graph_pooling=mean;temporal_pooling=mean;head_type=mlp,partly_controlled,EvolveGCNHRegressor,100,100,minmax,mean,mean,mlp,123,1,"42,2025",0.126219070951,0,0.144849992999,0,-0.445500060119,0,evolvegcn_h_100u_seed123_final32,123,0.126219070951,notebooks/visualization/02_graph_models_20u_to_200u_scaling_results.ipynb;notebooks/visualization/03_graph_models_20u_to_500u_clean_results.ipynb,partial_seed_coverage,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
universe_scaling,evolvegcn-h_u100_top100_norm-minmax_h32_l2_gpool-mean_tpool-mean_head-mlp,How does performance change with the number of CAMELS universes?,universes,model=EvolveGCNHRegressor;universes=100;top_n=100;normalization=minmax;hidden_dim=32;num_layers=2;graph_pooling=mean;temporal_pooling=mean;head_type=mlp,partly_controlled,EvolveGCNHRegressor,100,100,minmax,mean,mean,mlp,"42,2025",2,123,0.0837015633782,0.00628161055625,0.105157476036,0.00121537137036,-0.132488311303,0.21688323614,evolvegcn_h_100u_seed42,42,0.0792597939571,notebooks/visualization/02_graph_models_20u_to_200u_scaling_results.ipynb;notebooks/visualization/03_graph_models_20u_to_500u_clean_results.ipynb,partial_seed_coverage,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
universe_scaling,evolvegcn-h_u100_top100_norm-minmax_h32_l2_gpool-mean_tpool-mean_head-mlp,How does performance change with the number of CAMELS universes?,universes,model=EvolveGCNHRegressor;universes=100;top_n=100;normalization=minmax;hidden_dim=32;num_layers=2;graph_pooling=mean;temporal_pooling=mean;head_type=mlp,partly_controlled,EvolveGCNHRegressor,100,100,minmax,mean,mean,mlp,"42,2025",2,123,0.0837015633782,0.00628161055625,0.105157476036,0.00121537137036,-0.132488311303,0.21688323614,evolvegcn_h_u100_top100_norm-minmax_h32_l2_gpool-mean_tpool-mean_head-mlp_canonical300_seed42,42,0.0792597939571,,partial_seed_coverage,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
universe_scaling,evolvegcn-h_u200_top100_norm-minmax_h32_l2_gpool-mean_tpool-mean_head-mlp,How does performance change with the number of CAMELS universes?,universes,model=EvolveGCNHRegressor;universes=200;top_n=100;normalization=minmax;hidden_dim=32;num_layers=2;graph_pooling=mean;temporal_pooling=mean;head_type=mlp,partly_controlled,EvolveGCNHRegressor,200,100,minmax,mean,mean,mlp,"42,123,2025",3,,0.100152422157,0.0135882073851,0.115272948925,0.0122703662507,-0.0067040691553,0.0106854660554,evolvegcn_h_200u_seed123_final32,123,0.0880318875114,notebooks/visualization/02_graph_models_20u_to_200u_scaling_results.ipynb;notebooks/visualization/03_graph_models_20u_to_500u_clean_results.ipynb,complete,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
universe_scaling,evolvegcn-h_u20_top100_norm-minmax_h32_l2_gpool-mean_tpool-mean_head-mlp,How does performance change with the number of CAMELS universes?,universes,model=EvolveGCNHRegressor;universes=20;top_n=100;normalization=minmax;hidden_dim=32;num_layers=2;graph_pooling=mean;temporal_pooling=mean;head_type=mlp,partly_controlled,EvolveGCNHRegressor,20,100,minmax,mean,mean,mlp,123,1,"42,2025",0.105890820424,0,0.112434014567,0,0.337160932926,0,evolvegcn_h_20u_seed123_final32,123,0.105890820424,notebooks/visualization/02_graph_models_20u_to_200u_scaling_results.ipynb;notebooks/visualization/03_graph_models_20u_to_500u_clean_results.ipynb,partial_seed_coverage,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
universe_scaling,evolvegcn-h_u20_top100_norm-minmax_h32_l2_gpool-mean_tpool-mean_head-mlp,How does performance change with the number of CAMELS universes?,universes,model=EvolveGCNHRegressor;universes=20;top_n=100;normalization=minmax;hidden_dim=32;num_layers=2;graph_pooling=mean;temporal_pooling=mean;head_type=mlp,partly_controlled,EvolveGCNHRegressor,20,100,minmax,mean,mean,mlp,"42,2025",2,123,0.09782722344,0.004519009683,0.11064644012,0.0108517881972,-0.161759566181,0.297900767623,evolvegcn_h_20u_seed42,42,0.0946318010489,notebooks/visualization/02_graph_models_20u_to_200u_scaling_results.ipynb;notebooks/visualization/03_graph_models_20u_to_500u_clean_results.ipynb,partial_seed_coverage,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
