universe_id,omega_m_0.20000,omega_m_0.25000,omega_m_0.51209,omega_m_0.75065,omega_m_1.00000,minimum,maximum,spread,consistent,catalogues_checked,header_key
LH_39,0.31780000000000003,0.31780000000000003,0.31780000000000003,0.31780000000000003,0.31780000000000003,0.31780000000000003,0.31780000000000003,0,True,5,Omega_M
LH_40,0.27379999999999999,0.27379999999999999,0.27379999999999999,0.27379999999999999,0.27379999999999999,0.27379999999999999,0.27379999999999999,0,True,5,Omega_M
LH_41,0.4194,0.4194,0.4194,0.4194,0.4194,0.4194,0.4194,0,True,5,Omega_M
LH_42,0.11219999999999999,0.11219999999999999,0.11219999999999999,0.11219999999999999,0.11219999999999999,0.11219999999999999,0.11219999999999999,0,True,5,Omega_M
LH_43,0.18459999999999999,0.18459999999999999,0.18459999999999999,0.18459999999999999,0.18459999999999999,0.18459999999999999,0.18459999999999999,0,True,5,Omega_M
LH_44,0.29620000000000002,0.29620000000000002,0.29620000000000002,0.29620000000000002,0.29620000000000002,0.29620000000000002,0.29620000000000002,0,True,5,Omega_M
LH_45,0.31819999999999998,0.31819999999999998,0.31819999999999998,0.31819999999999998,0.31819999999999998,0.31819999999999998,0.31819999999999998,0,True,5,Omega_M
LH_46,0.33500000000000002,0.33500000000000002,0.33500000000000002,0.33500000000000002,0.33500000000000002,0.33500000000000002,0.33500000000000002,0,True,5,Omega_M
LH_47,0.41899999999999998,0.41899999999999998,0.41899999999999998,0.41899999999999998,0.41899999999999998,0.41899999999999998,0.41899999999999998,0,True,5,Omega_M
LH_48,0.47660000000000002,0.47660000000000002,0.47660000000000002,0.47660000000000002,0.47660000000000002,0.47660000000000002,0.47660000000000002,0,True,5,Omega_M
LH_49,0.2278,0.2278,0.2278,0.2278,0.2278,0.2278,0.2278,0,True,5,Omega_M
LH_50,0.25900000000000001,0.25900000000000001,0.25900000000000001,0.25900000000000001,0.25900000000000001,0.25900000000000001,0.25900000000000001,0,True,5,Omega_M
LH_51,0.26779999999999998,0.26779999999999998,0.26779999999999998,0.26779999999999998,0.26779999999999998,0.26779999999999998,0.26779999999999998,0,True,5,Omega_M
LH_52,0.4138,0.4138,0.4138,0.4138,0.4138,0.4138,0.4138,0,True,5,Omega_M
LH_53,0.1686,0.1686,0.1686,0.1686,0.1686,0.1686,0.1686,0,True,5,Omega_M
LH_54,0.3846,0.3846,0.3846,0.3846,0.3846,0.3846,0.3846,0,True,5,Omega_M
LH_55,0.19020000000000001,0.19020000000000001,0.19020000000000001,0.19020000000000001,0.19020000000000001,0.19020000000000001,0.19020000000000001,0,True,5,Omega_M
LH_56,0.41660000000000003,0.41660000000000003,0.41660000000000003,0.41660000000000003,0.41660000000000003,0.41660000000000003,0.41660000000000003,0,True,5,Omega_M
LH_57,0.38740000000000002,0.38740000000000002,0.38740000000000002,0.38740000000000002,0.38740000000000002,0.38740000000000002,0.38740000000000002,0,True,5,Omega_M
LH_58,0.19139999999999999,0.19139999999999999,0.19139999999999999,0.19139999999999999,0.19139999999999999,0.19139999999999999,0.19139999999999999,0,True,5,Omega_M
LH_59,0.47820000000000001,0.47820000000000001,0.47820000000000001,0.47820000000000001,0.47820000000000001,0.47820000000000001,0.47820000000000001,0,True,5,Omega_M
LH_60,0.42580000000000001,0.42580000000000001,0.42580000000000001,0.42580000000000001,0.42580000000000001,0.42580000000000001,0.42580000000000001,0,True,5,Omega_M
LH_61,0.17499999999999999,0.17499999999999999,0.17499999999999999,0.17499999999999999,0.17499999999999999,0.17499999999999999,0.17499999999999999,0,True,5,Omega_M
LH_62,0.23899999999999999,0.23899999999999999,0.23899999999999999,0.23899999999999999,0.23899999999999999,0.23899999999999999,0.23899999999999999,0,True,5,Omega_M
LH_63,0.14180000000000001,0.14180000000000001,0.14180000000000001,0.14180000000000001,0.14180000000000001,0.14180000000000001,0.14180000000000001,0,True,5,Omega_M
LH_64,0.1774,0.1774,0.1774,0.1774,0.1774,0.1774,0.1774,0,True,5,Omega_M
LH_65,0.29220000000000002,0.29220000000000002,0.29220000000000002,0.29220000000000002,0.29220000000000002,0.29220000000000002,0.29220000000000002,0,True,5,Omega_M
LH_66,0.30420000000000003,0.30420000000000003,0.30420000000000003,0.30420000000000003,0.30420000000000003,0.30420000000000003,0.30420000000000003,0,True,5,Omega_M
LH_67,0.1474,0.1474,0.1474,0.1474,0.1474,0.1474,0.1474,0,True,5,Omega_M
LH_68,0.11899999999999999,0.11899999999999999,0.11899999999999999,0.11899999999999999,0.11899999999999999,0.11899999999999999,0.11899999999999999,0,True,5,Omega_M
LH_69,0.24179999999999999,0.24179999999999999,0.24179999999999999,0.24179999999999999,0.24179999999999999,0.24179999999999999,0.24179999999999999,0,True,5,Omega_M
