epoch,train_mse,val_mse,best_val_mse,best_epoch,learning_rate
1,0.06950401099664824,0.01929708125690619,0.01929708125690619,1,0.001
2,0.030021145343780517,0.021079986095428466,0.01929708125690619,1,0.001
3,0.02497151822916099,0.01858916918436686,0.01858916918436686,3,0.001
4,0.021032330244779587,0.019589127426346144,0.01858916918436686,3,0.001
5,0.020541462387357438,0.017371540665626527,0.017371540665626527,5,0.001
6,0.01993628380554063,0.019014752705891928,0.017371540665626527,5,0.001
7,0.019237778218729157,0.016715468466281892,0.016715468466281892,7,0.001
8,0.01639975239123617,0.016976779500643413,0.016715468466281892,7,0.001
9,0.017412935266537324,0.015875219951073327,0.015875219951073327,9,0.001
10,0.016330703635300908,0.014991220186154048,0.014991220186154048,10,0.001
11,0.015458949383880411,0.015027382920185725,0.014991220186154048,10,0.001
12,0.01457291300009404,0.015041683167219162,0.014991220186154048,10,0.001
13,0.01481815325894526,0.01490154633919398,0.01490154633919398,13,0.001
14,0.01535612734832934,0.01483084201812744,0.01483084201812744,14,0.001
15,0.013498186921434743,0.014781993553042412,0.014781993553042412,15,0.001
16,0.013547009080648422,0.014680822143952051,0.014680822143952051,16,0.001
17,0.013707704756941113,0.014546941568454107,0.014546941568454107,17,0.001
18,0.013254476955958775,0.014632922261953354,0.014546941568454107,17,0.001
19,0.013609483188816478,0.014634476850430171,0.014546941568454107,17,0.001
20,0.013610703391688211,0.01441820705930392,0.01441820705930392,20,0.001
21,0.013330879722322737,0.014547583460807801,0.01441820705930392,20,0.001
22,0.012725517079234123,0.014448195770382881,0.01441820705930392,20,0.001
23,0.012999420602406775,0.014450416018565495,0.01441820705930392,20,0.001
24,0.013349931889346668,0.014481626649697621,0.01441820705930392,20,0.001
25,0.013012379461101124,0.014512109061082204,0.01441820705930392,20,0.001
26,0.013055664928896087,0.014543269698818525,0.01441820705930392,20,0.001
27,0.01313489076548389,0.014514569938182832,0.01441820705930392,20,0.001
28,0.013207953998020718,0.014623168210188548,0.01441820705930392,20,0.001
29,0.012787652920399394,0.014472878277301789,0.01441820705930392,20,0.001
30,0.013145548594849451,0.014467672606309255,0.01441820705930392,20,0.001
31,0.0127919951826334,0.014471025988459587,0.01441820705930392,20,0.0005
32,0.012936500388064555,0.014471063067515692,0.01441820705930392,20,0.0005
33,0.01254345838512693,0.014472825129826864,0.01441820705930392,20,0.0005
34,0.012975459088172232,0.014479161103566488,0.01441820705930392,20,0.0005
35,0.013056508041918278,0.01446882426738739,0.01441820705930392,20,0.0005
36,0.012923091458422797,0.014478932519753775,0.01441820705930392,20,0.0005
37,0.013096940410988672,0.014479745974143346,0.01441820705930392,20,0.0005
38,0.013032528279083116,0.014482368802030882,0.01441820705930392,20,0.0005
39,0.012762147597968579,0.01451603725552559,0.01441820705930392,20,0.0005
40,0.012542686462402343,0.014513588547706603,0.01441820705930392,20,0.0005
41,0.013131582375083651,0.014495655099550883,0.01441820705930392,20,0.0005
42,0.01291396299643176,0.014487130964795748,0.01441820705930392,20,0.00025
43,0.013020368271640369,0.014482775901754697,0.01441820705930392,20,0.00025
44,0.012894044744649103,0.0144789790113767,0.01441820705930392,20,0.00025
45,0.012842402138880321,0.014487692415714263,0.01441820705930392,20,0.00025
46,0.012866868334157126,0.014484687248865763,0.01441820705930392,20,0.00025
47,0.012894911446741649,0.014475636929273606,0.01441820705930392,20,0.00025
48,0.012732753045856953,0.014477990219990413,0.01441820705930392,20,0.00025
49,0.012806014179119042,0.014494070783257484,0.01441820705930392,20,0.00025
50,0.012552689420325416,0.014476272289951643,0.01441820705930392,20,0.00025
51,0.012852447405457497,0.01448507102827231,0.01441820705930392,20,0.00025
52,0.012714951815349715,0.014476883312066396,0.01441820705930392,20,0.00025
53,0.012734171407563345,0.014475795924663543,0.01441820705930392,20,0.000125
54,0.012647330026541437,0.01447997527817885,0.01441820705930392,20,0.000125
55,0.012812314549727099,0.014478847086429596,0.01441820705930392,20,0.000125
56,0.012579045689531734,0.014473280583818754,0.01441820705930392,20,0.000125
57,0.012706706672906876,0.014489482541879019,0.01441820705930392,20,0.000125
58,0.012761607893875667,0.014482749477028847,0.01441820705930392,20,0.000125
59,0.013231358086424215,0.014479435135920843,0.01441820705930392,20,0.000125
60,0.013058794087597301,0.014472169429063797,0.01441820705930392,20,0.000125
