model,graph_pooling,seed,target,prediction,residual,plotted_y,test_mae,test_rmse,test_r2,test_pearson
EvolveGCN-H,mean,123,0.19140000641345978,0.25121042132377625,0.05981041491031647,0.25121042132377625,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.4546000063419342,0.45009294152259827,-0.0045070648193359375,0.45009294152259827,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.24379999935626984,0.25901317596435547,0.015213176608085632,0.25901317596435547,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.4390000104904175,0.3589402139186859,-0.08005979657173157,0.3589402139186859,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.35019999742507935,0.3365064561367035,-0.013693541288375854,0.3365064561367035,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.2921999990940094,0.3202900290489197,0.02809002995491028,0.3202900290489197,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.131400004029274,0.19736000895500183,0.06596000492572784,0.19736000895500183,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.42419999837875366,0.6492594480514526,0.22505944967269897,0.6492594480514526,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.19660000503063202,0.24610255658626556,0.049502551555633545,0.24610255658626556,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.15299999713897705,0.10832224786281586,-0.044677749276161194,0.10832224786281586,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.2085999995470047,0.2174118608236313,0.008811861276626587,0.2174118608236313,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.22300000488758087,0.2608354091644287,0.03783540427684784,0.2608354091644287,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.17100000381469727,0.18838857114315033,0.017388567328453064,0.18838857114315033,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.47780001163482666,0.5513854026794434,0.0735853910446167,0.5513854026794434,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.30379998683929443,0.30692213773727417,0.0031221508979797363,0.30692213773727417,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.4790000021457672,0.4596882164478302,-0.01931178569793701,0.4596882164478302,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.4758000075817108,0.4572104215621948,-0.01858958601951599,0.4572104215621948,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.15700000524520874,0.26700738072395325,0.1100073754787445,0.26700738072395325,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.27300000190734863,0.3489658236503601,0.07596582174301147,0.3489658236503601,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.39340001344680786,0.446566641330719,0.05316662788391113,0.446566641330719,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.31859999895095825,0.3696441054344177,0.05104410648345947,0.3696441054344177,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.16619999706745148,0.23098666965961456,0.06478667259216309,0.23098666965961456,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.17419999837875366,0.22625687718391418,0.05205687880516052,0.22625687718391418,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.4018000066280365,0.395364910364151,-0.006435096263885498,0.395364910364151,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.36660000681877136,0.3769944906234741,0.010394483804702759,0.3769944906234741,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.21220000088214874,0.2713671922683716,0.05916719138622284,0.2713671922683716,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.31940001249313354,0.3196490406990051,0.00024902820587158203,0.3196490406990051,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.47859999537467957,0.5023746490478516,0.023774653673171997,0.5023746490478516,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.3142000138759613,0.32428815960884094,0.010088145732879639,0.32428815960884094,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.17739999294281006,0.19352096319198608,0.016120970249176025,0.19352096319198608,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.3986000120639801,0.3592737317085266,-0.03932628035545349,0.3592737317085266,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.1462000012397766,0.18609043955802917,0.039890438318252563,0.18609043955802917,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.20900000631809235,0.22414878010749817,0.015148773789405823,0.22414878010749817,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.40139999985694885,0.37218689918518066,-0.02921310067176819,0.37218689918518066,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.15780000388622284,0.21958863735198975,0.06178863346576691,0.21958863735198975,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.460999995470047,0.3841697871685028,-0.07683020830154419,0.3841697871685028,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.2766000032424927,0.2277745008468628,-0.04882550239562988,0.2277745008468628,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.4498000144958496,0.42664846777915955,-0.023151546716690063,0.42664846777915955,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.23579999804496765,0.26598042249679565,0.030180424451828003,0.26598042249679565,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.1826000064611435,0.264165461063385,0.08156545460224152,0.264165461063385,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.3709999918937683,0.36363744735717773,-0.007362544536590576,0.36363744735717773,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.16019999980926514,0.27868223190307617,0.11848223209381104,0.27868223190307617,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.3181999921798706,0.419895738363266,0.10169574618339539,0.419895738363266,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.3601999878883362,0.3514811098575592,-0.008718878030776978,0.3514811098575592,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.4041999876499176,0.36047202348709106,-0.04372796416282654,0.36047202348709106,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.16820000112056732,0.13497331738471985,-0.03322668373584747,0.13497331738471985,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.33340001106262207,0.41409555077552795,0.08069553971290588,0.41409555077552795,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.22020000219345093,0.20352551341056824,-0.01667448878288269,0.20352551341056824,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.387800008058548,0.5037007331848145,0.11590072512626648,0.5037007331848145,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.20020000636577606,0.20728948712348938,0.007089480757713318,0.20728948712348938,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.33059999346733093,0.3509179949760437,0.02031800150871277,0.3509179949760437,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.33180001378059387,0.3040508031845093,-0.027749210596084595,0.3040508031845093,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.31700000166893005,0.41321203112602234,0.09621202945709229,0.41321203112602234,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.3294000029563904,0.41792958974838257,0.08852958679199219,0.41792958974838257,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.2558000087738037,0.2133946567773819,-0.042405351996421814,0.2133946567773819,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.17499999701976776,0.3230190873146057,0.14801909029483795,0.3230190873146057,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.2029999941587448,0.28372639417648315,0.08072640001773834,0.28372639417648315,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.42500001192092896,0.3422156572341919,-0.08278435468673706,0.3422156572341919,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.44620001316070557,0.40570127964019775,-0.04049873352050781,0.40570127964019775,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.10740000009536743,0.13998627662658691,0.03258627653121948,0.13998627662658691,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.12860000133514404,0.24672283232212067,0.11812283098697662,0.24672283232212067,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.26899999380111694,0.29061654210090637,0.02161654829978943,0.29061654210090637,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.2282000035047531,0.23384150862693787,0.005641505122184753,0.23384150862693787,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.3630000054836273,0.6291370987892151,0.26613709330558777,0.6291370987892151,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.13300000131130219,0.10741741955280304,-0.025582581758499146,0.10741741955280304,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.49219998717308044,0.4644092321395874,-0.027790755033493042,0.4644092321395874,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.38420000672340393,0.3257313370704651,-0.05846866965293884,0.3257313370704651,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.16580000519752502,0.1564185917377472,-0.009381413459777832,0.1564185917377472,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.38100001215934753,0.5332719087600708,0.15227189660072327,0.5332719087600708,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.14020000398159027,0.26774463057518005,0.12754462659358978,0.26774463057518005,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.3578000068664551,0.4089219570159912,0.05112195014953613,0.4089219570159912,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.23019999265670776,0.2585897147655487,0.028389722108840942,0.2585897147655487,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.13779999315738678,0.17063185572624207,0.032831862568855286,0.17063185572624207,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.3781999945640564,0.42945975065231323,0.051259756088256836,0.42945975065231323,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.19699999690055847,0.23821693658828735,0.04121693968772888,0.23821693658828735,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.3253999948501587,0.33505499362945557,0.009654998779296875,0.33505499362945557,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.10939999669790268,0.19210250675678253,0.08270251005887985,0.19210250675678253,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.4302000105381012,0.31263262033462524,-0.11756739020347595,0.31263262033462524,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.29260000586509705,0.3424602150917053,0.049860209226608276,0.3424602150917053,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.12939999997615814,0.1080220490694046,-0.02137795090675354,0.1080220490694046,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.2637999951839447,0.3424215614795685,0.07862156629562378,0.3424215614795685,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.15139999985694885,0.27358508110046387,0.12218508124351501,0.27358508110046387,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.44179999828338623,0.36616188287734985,-0.07563811540603638,0.36616188287734985,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.2513999938964844,0.334206223487854,0.08280622959136963,0.334206223487854,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.29980000853538513,0.2544533610343933,-0.04534664750099182,0.2544533610343933,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.10140000283718109,0.05747091770172119,-0.0439290851354599,0.05747091770172119,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.3889999985694885,0.45452749729156494,0.06552749872207642,0.45452749729156494,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.34540000557899475,0.38434115052223206,0.038941144943237305,0.38434115052223206,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.4602000117301941,0.4681355655193329,0.007935553789138794,0.4681355655193329,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.3034000098705292,0.40548673272132874,0.10208672285079956,0.40548673272132874,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.2770000100135803,0.38599762320518494,0.10899761319160461,0.38599762320518494,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.3425999879837036,0.3586927652359009,0.016092777252197266,0.3586927652359009,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.2370000034570694,0.35340675711631775,0.11640675365924835,0.35340675711631775,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.22660000622272491,0.23830583691596985,0.011705830693244934,0.23830583691596985,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.3921999931335449,0.4246155321598053,0.032415539026260376,0.4246155321598053,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.17579999566078186,0.1868404746055603,0.011040478944778442,0.1868404746055603,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.3653999865055084,0.3572860658168793,-0.00811392068862915,0.3572860658168793,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.37459999322891235,0.34870201349258423,-0.025897979736328125,0.34870201349258423,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.25780001282691956,0.28869742155075073,0.030897408723831177,0.28869742155075073,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.2913999855518341,0.3008648157119751,0.009464830160140991,0.3008648157119751,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.10499999672174454,0.15898627042770386,0.05398627370595932,0.15898627042770386,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.43459999561309814,0.36477285623550415,-0.069827139377594,0.36477285623550415,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.40459999442100525,0.4552728831768036,0.05067288875579834,0.4552728831768036,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.44780001044273376,0.44276437163352966,-0.0050356388092041016,0.44276437163352966,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.1785999983549118,0.18888673186302185,0.010286733508110046,0.18888673186302185,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.4153999984264374,0.4770748019218445,0.061674803495407104,0.4770748019218445,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.428600013256073,0.43767279386520386,0.00907278060913086,0.43767279386520386,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.16660000383853912,0.17036131024360657,0.003761306405067444,0.17036131024360657,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.4505999982357025,0.49812838435173035,0.04752838611602783,0.49812838435173035,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.1754000037908554,0.20857232809066772,0.03317232429981232,0.20857232809066772,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.11100000143051147,0.15955418348312378,0.048554182052612305,0.15955418348312378,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
EvolveGCN-H,mean,123,0.21459999680519104,0.11812010407447815,-0.09647989273071289,0.11812010407447815,0.052323977819722686,0.06692279737356953,0.6560747554103737,0.8439793687140361
